ADDRESS_DETAIL_PID,BUILDING_NAME,FLAT_NUMBER,NUMBER_FIRST,NUMBER_FIRST_SUFFIX,NUMBER_LAST,NUMBER_LAST_SUFFIX,STREET_NAME,STREET_TYPE_CODE,STREET_SUFFIX_TYPE,LOCALITY_NAME,STATE_ABBREVIATION,POSTCODE,Address
GANSW718003928,,27,1,,,,SHIRLEY,STREET,,CARLINGFORD,NSW,2118,27/1 SHIRLEY STREET CARLINGFORD NSW 2118
GANSW718003933,,31,1,,,,SHIRLEY,STREET,,CARLINGFORD,NSW,2118,31/1 SHIRLEY STREET CARLINGFORD NSW 2118
GANSW716744435,,,1,A,,,TIPTREES,AVENUE,,CARLINGFORD,NSW,2118,1A TIPTREES AVENUE CARLINGFORD NSW 2118
GANSW707485243,,,1,,,,BROOKLYN,CRESCENT,,CARLINGFORD,NSW,2118,1 BROOKLYN CRESCENT CARLINGFORD NSW 2118
GANSW716963452,,13,1,,5,,POST OFFICE,STREET,,CARLINGFORD,NSW,2118,13/1-5 POST OFFICE STREET CARLINGFORD NSW 2118
GANSW716963481,,3,1,,5,,POST OFFICE,STREET,,CARLINGFORD,NSW,2118,3/1-5 POST OFFICE STREET CARLINGFORD NSW 2118
GANSW704335472,,37,1,,,,TIPTREES,AVENUE,,CARLINGFORD,NSW,2118,37/1 TIPTREES AVENUE CARLINGFORD NSW 2118
GANSW704320882,,,1,,,,WATTLE,PLACE,,CARLINGFORD,NSW,2118,1 WATTLE PLACE CARLINGFORD NSW 2118
GANSW704313569,,,1,,,,DALWOOD,PLACE,,CARLINGFORD,NSW,2118,1 DALWOOD PLACE CARLINGFORD NSW 2118
GANSW704337137,,,1,,,,BENGHAZI,ROAD,,CARLINGFORD,NSW,2118,1 BENGHAZI ROAD CARLINGFORD NSW 2118
GANSW717654382,,12,1,,3,,BOUNDARY,ROAD,,CARLINGFORD,NSW,2118,12/1-3 BOUNDARY ROAD CARLINGFORD NSW 2118
GANSW716766452,,1,1,,7,,YOUNG,ROAD,,CARLINGFORD,NSW,2118,1/1-7 YOUNG ROAD CARLINGFORD NSW 2118
GANSW717654405,,33,1,,3,,BOUNDARY,ROAD,,CARLINGFORD,NSW,2118,33/1-3 BOUNDARY ROAD CARLINGFORD NSW 2118
GANSW707906907,ALAN WALKER VILLAGE,609,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,609/1 DALMAR PLACE CARLINGFORD NSW 2118 (ALAN WALKER VILLAGE)
GANSW704338714,,25,1,,,,TIPTREES,AVENUE,,CARLINGFORD,NSW,2118,25/1 TIPTREES AVENUE CARLINGFORD NSW 2118
GANSW707891899,ALAN WALKER VILLAGE,223,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,223/1 DALMAR PLACE CARLINGFORD NSW 2118 (ALAN WALKER VILLAGE)
GANSW707909595,ALAN WALKER VILLAGE,207,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,207/1 DALMAR PLACE CARLINGFORD NSW 2118 (ALAN WALKER VILLAGE)
GANSW707909673,WISTERIA COURT,117,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,117/1 DALMAR PLACE CARLINGFORD NSW 2118 (WISTERIA COURT)
GANSW707902596,ALAN WALKER VILLAGE,606,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,606/1 DALMAR PLACE CARLINGFORD NSW 2118 (ALAN WALKER VILLAGE)
GANSW707891101,BORONIA GARDENS,138,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,138/1 DALMAR PLACE CARLINGFORD NSW 2118 (BORONIA GARDENS)
GANSW717998391,,10,1,,9,,SHIRLEY,STREET,,CARLINGFORD,NSW,2118,10/1-9 SHIRLEY STREET CARLINGFORD NSW 2118
GANSW707909613,,9,1,,,,BLENHEIM,ROAD,,CARLINGFORD,NSW,2118,9/1 BLENHEIM ROAD CARLINGFORD NSW 2118
GANSW717654417,,44,1,,3,,BOUNDARY,ROAD,,CARLINGFORD,NSW,2118,44/1-3 BOUNDARY ROAD CARLINGFORD NSW 2118
GANSW717654411,,39,1,,3,,BOUNDARY,ROAD,,CARLINGFORD,NSW,2118,39/1-3 BOUNDARY ROAD CARLINGFORD NSW 2118
GANSW717654404,,32,1,,3,,BOUNDARY,ROAD,,CARLINGFORD,NSW,2118,32/1-3 BOUNDARY ROAD CARLINGFORD NSW 2118
GANSW717654399,,28,1,,3,,BOUNDARY,ROAD,,CARLINGFORD,NSW,2118,28/1-3 BOUNDARY ROAD CARLINGFORD NSW 2118
GANSW717654385,,15,1,,3,,BOUNDARY,ROAD,,CARLINGFORD,NSW,2118,15/1-3 BOUNDARY ROAD CARLINGFORD NSW 2118
GANSW715407310,,5,1,,3,,TIPTREES,AVENUE,,CARLINGFORD,NSW,2118,5/1-3 TIPTREES AVENUE CARLINGFORD NSW 2118
GANSW704335450,,18,1,,,,TIPTREES,AVENUE,,CARLINGFORD,NSW,2118,18/1 TIPTREES AVENUE CARLINGFORD NSW 2118
GANSW704337081,,,1,,,,ALKIRA,ROAD,,CARLINGFORD,NSW,2118,1 ALKIRA ROAD CARLINGFORD NSW 2118
GANSW717957602,,9,1,,3,,LLOYDS,AVENUE,,CARLINGFORD,NSW,2118,9/1-3 LLOYDS AVENUE CARLINGFORD NSW 2118
GANSW710909886,,9,1,,7,,BLENHEIM,ROAD,,CARLINGFORD,NSW,2118,9/1-7 BLENHEIM ROAD CARLINGFORD NSW 2118
GANSW718003911,,11,1,,,,SHIRLEY,STREET,,CARLINGFORD,NSW,2118,11/1 SHIRLEY STREET CARLINGFORD NSW 2118
GANSW716766462,,29,1,,7,,YOUNG,ROAD,,CARLINGFORD,NSW,2118,29/1-7 YOUNG ROAD CARLINGFORD NSW 2118
GANSW716766444,,12,1,,7,,YOUNG,ROAD,,CARLINGFORD,NSW,2118,12/1-7 YOUNG ROAD CARLINGFORD NSW 2118
GANSW716963466,,26,1,,5,,POST OFFICE,STREET,,CARLINGFORD,NSW,2118,26/1-5 POST OFFICE STREET CARLINGFORD NSW 2118
GANSW716963467,,27,1,,5,,POST OFFICE,STREET,,CARLINGFORD,NSW,2118,27/1-5 POST OFFICE STREET CARLINGFORD NSW 2118
GANSW716963479,,38,1,,5,,POST OFFICE,STREET,,CARLINGFORD,NSW,2118,38/1-5 POST OFFICE STREET CARLINGFORD NSW 2118
GANSW718178479,,,1,A,,,MOBBS,LANE,,CARLINGFORD,NSW,2118,1A MOBBS LANE CARLINGFORD NSW 2118
GANSW707915884,,1,1,,,,BLENHEIM,ROAD,,CARLINGFORD,NSW,2118,1/1 BLENHEIM ROAD CARLINGFORD NSW 2118
GANSW718003921,,20,1,,,,SHIRLEY,STREET,,CARLINGFORD,NSW,2118,20/1 SHIRLEY STREET CARLINGFORD NSW 2118
GANSW704320056,,,1,,,,MILTON,STREET,,CARLINGFORD,NSW,2118,1 MILTON STREET CARLINGFORD NSW 2118
GANSW710919875,,12A,1,,,,LLOYDS,AVENUE,,CARLINGFORD,NSW,2118,12A/1 LLOYDS AVENUE CARLINGFORD NSW 2118
GANSW704319245,,,1,,,,CONSTITUTION,COURT,,CARLINGFORD,NSW,2118,1 CONSTITUTION COURT CARLINGFORD NSW 2118
GANSW707890965,THE MEWS,624,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,624/1 DALMAR PLACE CARLINGFORD NSW 2118 (THE MEWS)
GANSW707909567,ALAN WALKER VILLAGE,242,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,242/1 DALMAR PLACE CARLINGFORD NSW 2118 (ALAN WALKER VILLAGE)
GANSW707909598,ALAN WALKER VILLAGE,401,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,401/1 DALMAR PLACE CARLINGFORD NSW 2118 (ALAN WALKER VILLAGE)
GANSW707909646,ALAN WALKER VILLAGE,206,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,206/1 DALMAR PLACE CARLINGFORD NSW 2118 (ALAN WALKER VILLAGE)
GANSW707906849,BANKSIA TERRACE,2,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,2/1 DALMAR PLACE CARLINGFORD NSW 2118 (BANKSIA TERRACE)
GANSW707902594,ALAN WALKER VILLAGE,421,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,421/1 DALMAR PLACE CARLINGFORD NSW 2118 (ALAN WALKER VILLAGE)
GANSW710919232,,1,1,,,,JENKINS,ROAD,,CARLINGFORD,NSW,2118,1/1 JENKINS ROAD CARLINGFORD NSW 2118
GANSW717445208,,,1,,,,POST OFFICE,STREET,,CARLINGFORD,NSW,2118,1 POST OFFICE STREET CARLINGFORD NSW 2118
GANSW710909885,,8,1,,7,,BLENHEIM,ROAD,,CARLINGFORD,NSW,2118,8/1-7 BLENHEIM ROAD CARLINGFORD NSW 2118
GANSW718003910,,10,1,,,,SHIRLEY,STREET,,CARLINGFORD,NSW,2118,10/1 SHIRLEY STREET CARLINGFORD NSW 2118
GANSW718003912,,12,1,,,,SHIRLEY,STREET,,CARLINGFORD,NSW,2118,12/1 SHIRLEY STREET CARLINGFORD NSW 2118
GANSW707906931,ALAN WALKER VILLAGE,610,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,610/1 DALMAR PLACE CARLINGFORD NSW 2118 (ALAN WALKER VILLAGE)
GANSW707909639,ALAN WALKER VILLAGE,426,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,426/1 DALMAR PLACE CARLINGFORD NSW 2118 (ALAN WALKER VILLAGE)
GANSW707906840,BORONIA GARDENS,132,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,132/1 DALMAR PLACE CARLINGFORD NSW 2118 (BORONIA GARDENS)
GANSW707906851,CEDAR PLACE,419,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,419/1 DALMAR PLACE CARLINGFORD NSW 2118 (CEDAR PLACE)
GANSW710919872,,10,1,,,,LLOYDS,AVENUE,,CARLINGFORD,NSW,2118,10/1 LLOYDS AVENUE CARLINGFORD NSW 2118
GANSW704337257,,,1,A,,,SUN VALLEY,PLACE,,CARLINGFORD,NSW,2118,1A SUN VALLEY PLACE CARLINGFORD NSW 2118
GANSW717654427,,6,1,,3,,BOUNDARY,ROAD,,CARLINGFORD,NSW,2118,6/1-3 BOUNDARY ROAD CARLINGFORD NSW 2118
GANSW717998394,,13,1,,9,,SHIRLEY,STREET,,CARLINGFORD,NSW,2118,13/1-9 SHIRLEY STREET CARLINGFORD NSW 2118
GANSW717998395,,14,1,,9,,SHIRLEY,STREET,,CARLINGFORD,NSW,2118,14/1-9 SHIRLEY STREET CARLINGFORD NSW 2118
GANSW707909747,WISTERIA COURT,116,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,116/1 DALMAR PLACE CARLINGFORD NSW 2118 (WISTERIA COURT)
GANSW707891103,ALAN WALKER VILLAGE,423,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,423/1 DALMAR PLACE CARLINGFORD NSW 2118 (ALAN WALKER VILLAGE)
GANSW717654419,,46,1,,3,,BOUNDARY,ROAD,,CARLINGFORD,NSW,2118,46/1-3 BOUNDARY ROAD CARLINGFORD NSW 2118
GANSW718003935,,33,1,,,,SHIRLEY,STREET,,CARLINGFORD,NSW,2118,33/1 SHIRLEY STREET CARLINGFORD NSW 2118
GANSW707907760,PARKVIEW,300,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,300/1 DALMAR PLACE CARLINGFORD NSW 2118 (PARKVIEW)
GANSW707900669,PARKVIEW,305,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,305/1 DALMAR PLACE CARLINGFORD NSW 2118 (PARKVIEW)
GANSW704334648,,,1,,,,LACHLAN,GROVE,,CARLINGFORD,NSW,2118,1 LACHLAN GROVE CARLINGFORD NSW 2118
GANSW704325274,,,1,A,,,JENKINS,ROAD,,CARLINGFORD,NSW,2118,1A JENKINS ROAD CARLINGFORD NSW 2118
GANSW704332837,,14,1,,,,TIPTREES,AVENUE,,CARLINGFORD,NSW,2118,14/1 TIPTREES AVENUE CARLINGFORD NSW 2118
GANSW717807551,,,1,B,,,CLOVER,CLOSE,,CARLINGFORD,NSW,2118,1B CLOVER CLOSE CARLINGFORD NSW 2118
GANSW717998404,,22,1,,9,,SHIRLEY,STREET,,CARLINGFORD,NSW,2118,22/1-9 SHIRLEY STREET CARLINGFORD NSW 2118
GANSW716963490,,48,1,,5,,POST OFFICE,STREET,,CARLINGFORD,NSW,2118,48/1-5 POST OFFICE STREET CARLINGFORD NSW 2118
GANSW716963493,,50,1,,5,,POST OFFICE,STREET,,CARLINGFORD,NSW,2118,50/1-5 POST OFFICE STREET CARLINGFORD NSW 2118
GANSW717720519,,27,1,,,,TIPTREES,AVENUE,,CARLINGFORD,NSW,2118,27/1 TIPTREES AVENUE CARLINGFORD NSW 2118
GANSW704320070,,,1,,,,PATERSON,STREET,,CARLINGFORD,NSW,2118,1 PATERSON STREET CARLINGFORD NSW 2118
GANSW716766458,,25,1,,7,,YOUNG,ROAD,,CARLINGFORD,NSW,2118,25/1-7 YOUNG ROAD CARLINGFORD NSW 2118
GANSW716766476,,5,1,,7,,YOUNG,ROAD,,CARLINGFORD,NSW,2118,5/1-7 YOUNG ROAD CARLINGFORD NSW 2118
GANSW715407305,,23,1,,3,,TIPTREES,AVENUE,,CARLINGFORD,NSW,2118,23/1-3 TIPTREES AVENUE CARLINGFORD NSW 2118
GANSW710919868,,5,1,,,,LLOYDS,AVENUE,,CARLINGFORD,NSW,2118,5/1 LLOYDS AVENUE CARLINGFORD NSW 2118
GANSW710919871,,9,1,,,,LLOYDS,AVENUE,,CARLINGFORD,NSW,2118,9/1 LLOYDS AVENUE CARLINGFORD NSW 2118
GANSW707481699,,,1,A,,,MAISMONDE,PLACE,,CARLINGFORD,NSW,2118,1A MAISMONDE PLACE CARLINGFORD NSW 2118
GANSW707906838,ALAN WALKER VILLAGE,244,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,244/1 DALMAR PLACE CARLINGFORD NSW 2118 (ALAN WALKER VILLAGE)
GANSW707906854,ALAN WALKER VILLAGE,230,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,230/1 DALMAR PLACE CARLINGFORD NSW 2118 (ALAN WALKER VILLAGE)
GANSW707910431,THE MEWS,629,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,629/1 DALMAR PLACE CARLINGFORD NSW 2118 (THE MEWS)
GANSW707910435,ALAN WALKER VILLAGE,25,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,25/1 DALMAR PLACE CARLINGFORD NSW 2118 (ALAN WALKER VILLAGE)
GANSW707891104,WISTERIA COURT,124,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,124/1 DALMAR PLACE CARLINGFORD NSW 2118 (WISTERIA COURT)
GANSW718003918,,18,1,,,,SHIRLEY,STREET,,CARLINGFORD,NSW,2118,18/1 SHIRLEY STREET CARLINGFORD NSW 2118
GANSW710915485,,,1,A,,,LLOYDS,AVENUE,,CARLINGFORD,NSW,2118,1A LLOYDS AVENUE CARLINGFORD NSW 2118
GANSW704331484,,,1,,,,BARDIA,ROAD,,CARLINGFORD,NSW,2118,1 BARDIA ROAD CARLINGFORD NSW 2118
GANSW707909600,ALAN WALKER VILLAGE,7,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,7/1 DALMAR PLACE CARLINGFORD NSW 2118 (ALAN WALKER VILLAGE)
GANSW710909880,,3,1,,7,,BLENHEIM,ROAD,,CARLINGFORD,NSW,2118,3/1-7 BLENHEIM ROAD CARLINGFORD NSW 2118
GANSW716963488,,46,1,,5,,POST OFFICE,STREET,,CARLINGFORD,NSW,2118,46/1-5 POST OFFICE STREET CARLINGFORD NSW 2118
GANSW707450219,,,1,A,,,MULYAN,AVENUE,,CARLINGFORD,NSW,2118,1A MULYAN AVENUE CARLINGFORD NSW 2118
GANSW710935924,,8,1,,,,JENKINS,ROAD,,CARLINGFORD,NSW,2118,8/1 JENKINS ROAD CARLINGFORD NSW 2118
GANSW717632424,,,1,A,,,AZILE,COURT,,CARLINGFORD,NSW,2118,1A AZILE COURT CARLINGFORD NSW 2118
GANSW717750504,,,1,A,,,SHIRLEY,STREET,,CARLINGFORD,NSW,2118,1A SHIRLEY STREET CARLINGFORD NSW 2118
GANSW713085622,,,1,,,,WAY,CLOSE,,CARLINGFORD,NSW,2118,1 WAY CLOSE CARLINGFORD NSW 2118
GANSW710896861,,,1,,,,LIME,GROVE,,CARLINGFORD,NSW,2118,1 LIME GROVE CARLINGFORD NSW 2118
GANSW710916372,,,1,,,,WONDABAH,PLACE,,CARLINGFORD,NSW,2118,1 WONDABAH PLACE CARLINGFORD NSW 2118
GANSW710911590,,,1,,,,PEACH,COURT,,CARLINGFORD,NSW,2118,1 PEACH COURT CARLINGFORD NSW 2118
GANSW710940837,,,1,,,,LANCELEY,AVENUE,,CARLINGFORD,NSW,2118,1 LANCELEY AVENUE CARLINGFORD NSW 2118
GANSW710902581,,,1,,,,PEPPERINA,PLACE,,CARLINGFORD,NSW,2118,1 PEPPERINA PLACE CARLINGFORD NSW 2118
GANSW710884593,,,1,,,,VICKERY,AVENUE,,CARLINGFORD,NSW,2118,1 VICKERY AVENUE CARLINGFORD NSW 2118
GANSW710911529,,,1,,,,PARKLAND,ROAD,,CARLINGFORD,NSW,2118,1 PARKLAND ROAD CARLINGFORD NSW 2118
GANSW710905922,,,1,,,,BARRINGTON,PLACE,,CARLINGFORD,NSW,2118,1 BARRINGTON PLACE CARLINGFORD NSW 2118
GANSW710897619,,,1,,,,OLINDA,CRESCENT,,CARLINGFORD,NSW,2118,1 OLINDA CRESCENT CARLINGFORD NSW 2118
GANSW710902479,,,1,,,,LINDISFARNE,CRESCENT,,CARLINGFORD,NSW,2118,1 LINDISFARNE CRESCENT CARLINGFORD NSW 2118
GANSW718513546,LAUREL GROVE,504,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,504/1 DALMAR PLACE CARLINGFORD NSW 2118 (LAUREL GROVE)
GANSW718513547,LAUREL GROVE,505,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,505/1 DALMAR PLACE CARLINGFORD NSW 2118 (LAUREL GROVE)
GANSW718539416,ALAN WALKER VILLAGE,523,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,523/1 DALMAR PLACE CARLINGFORD NSW 2118 (ALAN WALKER VILLAGE)
GANSW718539406,LAUREL GROVE,503,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,503/1 DALMAR PLACE CARLINGFORD NSW 2118 (LAUREL GROVE)
GANSW718539408,ALAN WALKER VILLAGE,511,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,511/1 DALMAR PLACE CARLINGFORD NSW 2118 (ALAN WALKER VILLAGE)
GANSW718539412,ALAN WALKER VILLAGE,515,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,515/1 DALMAR PLACE CARLINGFORD NSW 2118 (ALAN WALKER VILLAGE)
GANSW718539409,ALAN WALKER VILLAGE,512,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,512/1 DALMAR PLACE CARLINGFORD NSW 2118 (ALAN WALKER VILLAGE)
GANSW718539407,LAUREL GROVE,506,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,506/1 DALMAR PLACE CARLINGFORD NSW 2118 (LAUREL GROVE)
GANSW718539414,ALAN WALKER VILLAGE,521,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,521/1 DALMAR PLACE CARLINGFORD NSW 2118 (ALAN WALKER VILLAGE)
GANSW718539413,ALAN WALKER VILLAGE,516,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,516/1 DALMAR PLACE CARLINGFORD NSW 2118 (ALAN WALKER VILLAGE)
GANSW718539404,LAUREL GROVE,501,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,501/1 DALMAR PLACE CARLINGFORD NSW 2118 (LAUREL GROVE)
GANSW718539415,ALAN WALKER VILLAGE,522,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,522/1 DALMAR PLACE CARLINGFORD NSW 2118 (ALAN WALKER VILLAGE)
GANSW718539410,ALAN WALKER VILLAGE,513,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,513/1 DALMAR PLACE CARLINGFORD NSW 2118 (ALAN WALKER VILLAGE)
GANSW718539411,ALAN WALKER VILLAGE,514,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,514/1 DALMAR PLACE CARLINGFORD NSW 2118 (ALAN WALKER VILLAGE)
GANSW718539417,ALAN WALKER VILLAGE,524,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,524/1 DALMAR PLACE CARLINGFORD NSW 2118 (ALAN WALKER VILLAGE)
GANSW718539405,LAUREL GROVE,502,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,502/1 DALMAR PLACE CARLINGFORD NSW 2118 (LAUREL GROVE)
GANSW718599147,,74,1,,,,DONALD,STREET,,CARLINGFORD,NSW,2118,74/1 DONALD STREET CARLINGFORD NSW 2118
GANSW718609595,,77,1,,,,DONALD,STREET,,CARLINGFORD,NSW,2118,77/1 DONALD STREET CARLINGFORD NSW 2118
GANSW718599092,,1,1,,11,,DONALD,STREET,,CARLINGFORD,NSW,2118,1/1-11 DONALD STREET CARLINGFORD NSW 2118
GANSW718599150,,77,1,,11,,DONALD,STREET,,CARLINGFORD,NSW,2118,77/1-11 DONALD STREET CARLINGFORD NSW 2118
GANSW718609589,,70,1,,,,DONALD,STREET,,CARLINGFORD,NSW,2118,70/1 DONALD STREET CARLINGFORD NSW 2118
GANSW718599154,,9,1,,11,,DONALD,STREET,,CARLINGFORD,NSW,2118,9/1-11 DONALD STREET CARLINGFORD NSW 2118
GANSW718599144,,71,1,,11,,DONALD,STREET,,CARLINGFORD,NSW,2118,71/1-11 DONALD STREET CARLINGFORD NSW 2118
GANSW718599145,,72,1,,11,,DONALD,STREET,,CARLINGFORD,NSW,2118,72/1-11 DONALD STREET CARLINGFORD NSW 2118
GANSW718599148,,75,1,,11,,DONALD,STREET,,CARLINGFORD,NSW,2118,75/1-11 DONALD STREET CARLINGFORD NSW 2118
GANSW718609583,,5,1,,,,DONALD,STREET,,CARLINGFORD,NSW,2118,5/1 DONALD STREET CARLINGFORD NSW 2118
GANSW718599096,,23,1,,11,,DONALD,STREET,,CARLINGFORD,NSW,2118,23/1-11 DONALD STREET CARLINGFORD NSW 2118
GANSW718599107,,34,1,,,,DONALD,STREET,,CARLINGFORD,NSW,2118,34/1 DONALD STREET CARLINGFORD NSW 2118
GANSW718599137,,64,1,,,,DONALD,STREET,,CARLINGFORD,NSW,2118,64/1 DONALD STREET CARLINGFORD NSW 2118
GANSW718599127,,54,1,,11,,DONALD,STREET,,CARLINGFORD,NSW,2118,54/1-11 DONALD STREET CARLINGFORD NSW 2118
GANSW718609572,,43,1,,,,DONALD,STREET,,CARLINGFORD,NSW,2118,43/1 DONALD STREET CARLINGFORD NSW 2118
GANSW718599088,,14,1,,11,,DONALD,STREET,,CARLINGFORD,NSW,2118,14/1-11 DONALD STREET CARLINGFORD NSW 2118
GANSW718599093,,20,1,,11,,DONALD,STREET,,CARLINGFORD,NSW,2118,20/1-11 DONALD STREET CARLINGFORD NSW 2118
GANSW718599104,,30,1,,,,DONALD,STREET,,CARLINGFORD,NSW,2118,30/1 DONALD STREET CARLINGFORD NSW 2118
GANSW718609587,,66,1,,,,DONALD,STREET,,CARLINGFORD,NSW,2118,66/1 DONALD STREET CARLINGFORD NSW 2118
GANSW718599103,,2,1,,11,,DONALD,STREET,,CARLINGFORD,NSW,2118,2/1-11 DONALD STREET CARLINGFORD NSW 2118
GANSW718599084,,10,1,,,,DONALD,STREET,,CARLINGFORD,NSW,2118,10/1 DONALD STREET CARLINGFORD NSW 2118
GANSW718599153,,8,1,,11,,DONALD,STREET,,CARLINGFORD,NSW,2118,8/1-11 DONALD STREET CARLINGFORD NSW 2118
GANSW718609549,,19,1,,,,DONALD,STREET,,CARLINGFORD,NSW,2118,19/1 DONALD STREET CARLINGFORD NSW 2118
GANSW718609594,,76,1,,,,DONALD,STREET,,CARLINGFORD,NSW,2118,76/1 DONALD STREET CARLINGFORD NSW 2118
GANSW718599095,,22,1,,11,,DONALD,STREET,,CARLINGFORD,NSW,2118,22/1-11 DONALD STREET CARLINGFORD NSW 2118
GANSW718599108,,35,1,,11,,DONALD,STREET,,CARLINGFORD,NSW,2118,35/1-11 DONALD STREET CARLINGFORD NSW 2118
GANSW718599136,,63,1,,,,DONALD,STREET,,CARLINGFORD,NSW,2118,63/1 DONALD STREET CARLINGFORD NSW 2118
GANSW718599132,,59,1,,,,DONALD,STREET,,CARLINGFORD,NSW,2118,59/1 DONALD STREET CARLINGFORD NSW 2118
GANSW718599134,,61,1,,11,,DONALD,STREET,,CARLINGFORD,NSW,2118,61/1-11 DONALD STREET CARLINGFORD NSW 2118
GANSW718599126,,53,1,,,,DONALD,STREET,,CARLINGFORD,NSW,2118,53/1 DONALD STREET CARLINGFORD NSW 2118
GANSW718599119,,46,1,,11,,DONALD,STREET,,CARLINGFORD,NSW,2118,46/1-11 DONALD STREET CARLINGFORD NSW 2118
GANSW718599125,,52,1,,,,DONALD,STREET,,CARLINGFORD,NSW,2118,52/1 DONALD STREET CARLINGFORD NSW 2118
GANSW718609554,,23,1,,,,DONALD,STREET,,CARLINGFORD,NSW,2118,23/1 DONALD STREET CARLINGFORD NSW 2118
GANSW718609560,,2,1,,,,DONALD,STREET,,CARLINGFORD,NSW,2118,2/1 DONALD STREET CARLINGFORD NSW 2118
GANSW718609581,,57,1,,,,DONALD,STREET,,CARLINGFORD,NSW,2118,57/1 DONALD STREET CARLINGFORD NSW 2118
GANSW718609588,,6,1,,,,DONALD,STREET,,CARLINGFORD,NSW,2118,6/1 DONALD STREET CARLINGFORD NSW 2118
GANSW718609562,,32,1,,,,DONALD,STREET,,CARLINGFORD,NSW,2118,32/1 DONALD STREET CARLINGFORD NSW 2118
GANSW718609586,,62,1,,,,DONALD,STREET,,CARLINGFORD,NSW,2118,62/1 DONALD STREET CARLINGFORD NSW 2118
GANSW718609582,,58,1,,,,DONALD,STREET,,CARLINGFORD,NSW,2118,58/1 DONALD STREET CARLINGFORD NSW 2118
GANSW718599149,,76,1,,11,,DONALD,STREET,,CARLINGFORD,NSW,2118,76/1-11 DONALD STREET CARLINGFORD NSW 2118
GANSW718599098,,25,1,,11,,DONALD,STREET,,CARLINGFORD,NSW,2118,25/1-11 DONALD STREET CARLINGFORD NSW 2118
GANSW718599152,,7,1,,11,,DONALD,STREET,,CARLINGFORD,NSW,2118,7/1-11 DONALD STREET CARLINGFORD NSW 2118
GANSW718599101,,28,1,,11,,DONALD,STREET,,CARLINGFORD,NSW,2118,28/1-11 DONALD STREET CARLINGFORD NSW 2118
GANSW718609559,,28,1,,,,DONALD,STREET,,CARLINGFORD,NSW,2118,28/1 DONALD STREET CARLINGFORD NSW 2118
GANSW718599142,,6,1,,11,,DONALD,STREET,,CARLINGFORD,NSW,2118,6/1-11 DONALD STREET CARLINGFORD NSW 2118
GANSW718609596,,78,1,,,,DONALD,STREET,,CARLINGFORD,NSW,2118,78/1 DONALD STREET CARLINGFORD NSW 2118
GANSW718622918,,,1,,11,,DONALD,STREET,,CARLINGFORD,NSW,2118,1-11 DONALD STREET CARLINGFORD NSW 2118
GANSW718609580,,54,1,,,,DONALD,STREET,,CARLINGFORD,NSW,2118,54/1 DONALD STREET CARLINGFORD NSW 2118
