ADDRESS_DETAIL_PID,BUILDING_NAME,FLAT_NUMBER,NUMBER_FIRST,NUMBER_FIRST_SUFFIX,NUMBER_LAST,NUMBER_LAST_SUFFIX,STREET_NAME,STREET_TYPE_CODE,STREET_SUFFIX_TYPE,LOCALITY_NAME,STATE_ABBREVIATION,POSTCODE,Address
GANSW716766442,,10,1,,7,,YOUNG,ROAD,,CARLINGFORD,NSW,2118,10/1-7 YOUNG ROAD CARLINGFORD NSW 2118
GANSW716766473,,39,1,,7,,YOUNG,ROAD,,CARLINGFORD,NSW,2118,39/1-7 YOUNG ROAD CARLINGFORD NSW 2118
GANSW704337203,,,1,,,,FARNELL,AVENUE,,CARLINGFORD,NSW,2118,1 FARNELL AVENUE CARLINGFORD NSW 2118
GANSW704328193,,,1,Z,,,CARMEN,DRIVE,,CARLINGFORD,NSW,2118,1Z CARMEN DRIVE CARLINGFORD NSW 2118
GANSW704313517,,,1,,,,BUCKLAND,AVENUE,,CARLINGFORD,NSW,2118,1 BUCKLAND AVENUE CARLINGFORD NSW 2118
GANSW704313541,,,1,,,,FREDRIKA,PLACE,,CARLINGFORD,NSW,2118,1 FREDRIKA PLACE CARLINGFORD NSW 2118
GANSW717998408,,26,1,,9,,SHIRLEY,STREET,,CARLINGFORD,NSW,2118,26/1-9 SHIRLEY STREET CARLINGFORD NSW 2118
GANSW718003924,,23,1,,,,SHIRLEY,STREET,,CARLINGFORD,NSW,2118,23/1 SHIRLEY STREET CARLINGFORD NSW 2118
GANSW717720528,,41,1,,,,TIPTREES,AVENUE,,CARLINGFORD,NSW,2118,41/1 TIPTREES AVENUE CARLINGFORD NSW 2118
GANSW704319225,,,1,,,,BRADLEY,DRIVE,,CARLINGFORD,NSW,2118,1 BRADLEY DRIVE CARLINGFORD NSW 2118
GANSW704337202,,,1,A,,,FARNELL,AVENUE,,CARLINGFORD,NSW,2118,1A FARNELL AVENUE CARLINGFORD NSW 2118
GANSW710935926,,10,1,,,,JENKINS,ROAD,,CARLINGFORD,NSW,2118,10/1 JENKINS ROAD CARLINGFORD NSW 2118
GANSW707891858,BANKSIA TERRACE,5,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,5/1 DALMAR PLACE CARLINGFORD NSW 2118 (BANKSIA TERRACE)
GANSW707891875,ALAN WALKER VILLAGE,228,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,228/1 DALMAR PLACE CARLINGFORD NSW 2118 (ALAN WALKER VILLAGE)
GANSW707909743,ALAN WALKER VILLAGE,615,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,615/1 DALMAR PLACE CARLINGFORD NSW 2118 (ALAN WALKER VILLAGE)
GANSW704337065,,,1,,,,ALEXANDRA,PLACE,,CARLINGFORD,NSW,2118,1 ALEXANDRA PLACE CARLINGFORD NSW 2118
GANSW717720518,,26,1,,,,TIPTREES,AVENUE,,CARLINGFORD,NSW,2118,26/1 TIPTREES AVENUE CARLINGFORD NSW 2118
GANSW704330163,,,1,,,,PLYMPTON,ROAD,,CARLINGFORD,NSW,2118,1 PLYMPTON ROAD CARLINGFORD NSW 2118
GANSW716963470,,2,1,,5,,POST OFFICE,STREET,,CARLINGFORD,NSW,2118,2/1-5 POST OFFICE STREET CARLINGFORD NSW 2118
GANSW716963476,,35,1,,5,,POST OFFICE,STREET,,CARLINGFORD,NSW,2118,35/1-5 POST OFFICE STREET CARLINGFORD NSW 2118
GANSW707907098,BORONIA GARDENS,127,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,127/1 DALMAR PLACE CARLINGFORD NSW 2118 (BORONIA GARDENS)
GANSW716766464,,30,1,,7,,YOUNG,ROAD,,CARLINGFORD,NSW,2118,30/1-7 YOUNG ROAD CARLINGFORD NSW 2118
GANSW716766465,,31,1,,7,,YOUNG,ROAD,,CARLINGFORD,NSW,2118,31/1-7 YOUNG ROAD CARLINGFORD NSW 2118
GANSW716766449,,17,1,,7,,YOUNG,ROAD,,CARLINGFORD,NSW,2118,17/1-7 YOUNG ROAD CARLINGFORD NSW 2118
GANSW716766450,,18,1,,7,,YOUNG,ROAD,,CARLINGFORD,NSW,2118,18/1-7 YOUNG ROAD CARLINGFORD NSW 2118
GANSW704326017,,,1,,,,MOSELEY,STREET,,CARLINGFORD,NSW,2118,1 MOSELEY STREET CARLINGFORD NSW 2118
GANSW704339832,,,1,,,,MANILDRA,AVENUE,,CARLINGFORD,NSW,2118,1 MANILDRA AVENUE CARLINGFORD NSW 2118
GANSW707471892,,,1,,,,DANDARBONG,AVENUE,,CARLINGFORD,NSW,2118,1 DANDARBONG AVENUE CARLINGFORD NSW 2118
GANSW704335013,,,1,,,,KIMBERLEY,ROAD,,CARLINGFORD,NSW,2118,1 KIMBERLEY ROAD CARLINGFORD NSW 2118
GANSW707908626,,7,1,,,,BLENHEIM,ROAD,,CARLINGFORD,NSW,2118,7/1 BLENHEIM ROAD CARLINGFORD NSW 2118
GANSW707906837,BORONIA GARDENS,139,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,139/1 DALMAR PLACE CARLINGFORD NSW 2118 (BORONIA GARDENS)
GANSW707906858,CEDAR PLACE,409,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,409/1 DALMAR PLACE CARLINGFORD NSW 2118 (CEDAR PLACE)
GANSW717998399,,18,1,,9,,SHIRLEY,STREET,,CARLINGFORD,NSW,2118,18/1-9 SHIRLEY STREET CARLINGFORD NSW 2118
GANSW717998414,,31,1,,9,,SHIRLEY,STREET,,CARLINGFORD,NSW,2118,31/1-9 SHIRLEY STREET CARLINGFORD NSW 2118
GANSW717654391,,20,1,,3,,BOUNDARY,ROAD,,CARLINGFORD,NSW,2118,20/1-3 BOUNDARY ROAD CARLINGFORD NSW 2118
GANSW704325950,,,1,,,,MONTGOMERY,ROAD,,CARLINGFORD,NSW,2118,1 MONTGOMERY ROAD CARLINGFORD NSW 2118
GANSW715407297,,14,1,,3,,TIPTREES,AVENUE,,CARLINGFORD,NSW,2118,14/1-3 TIPTREES AVENUE CARLINGFORD NSW 2118
GANSW707906904,JASMINE TERRACE,22,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,22/1 DALMAR PLACE CARLINGFORD NSW 2118 (JASMINE TERRACE)
GANSW707906906,WISTERIA COURT,123,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,123/1 DALMAR PLACE CARLINGFORD NSW 2118 (WISTERIA COURT)
GANSW707906918,ALAN WALKER VILLAGE,611,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,611/1 DALMAR PLACE CARLINGFORD NSW 2118 (ALAN WALKER VILLAGE)
GANSW710907651,,7,1,A,,,SHIRLEY,STREET,,CARLINGFORD,NSW,2118,7/1A SHIRLEY STREET CARLINGFORD NSW 2118
GANSW717720531,,47,1,,,,TIPTREES,AVENUE,,CARLINGFORD,NSW,2118,47/1 TIPTREES AVENUE CARLINGFORD NSW 2118
GANSW717118222,,,1,,,,MORRIS,STREET,,CARLINGFORD,NSW,2118,1 MORRIS STREET CARLINGFORD NSW 2118
GANSW717720522,,32,1,,,,TIPTREES,AVENUE,,CARLINGFORD,NSW,2118,32/1 TIPTREES AVENUE CARLINGFORD NSW 2118
GANSW717957600,,7,1,,3,,LLOYDS,AVENUE,,CARLINGFORD,NSW,2118,7/1-3 LLOYDS AVENUE CARLINGFORD NSW 2118
GANSW716963459,,1,1,,5,,POST OFFICE,STREET,,CARLINGFORD,NSW,2118,1/1-5 POST OFFICE STREET CARLINGFORD NSW 2118
GANSW710884834,,4,1,A,,,WOODSTOCK,ROAD,,CARLINGFORD,NSW,2118,4/1A WOODSTOCK ROAD CARLINGFORD NSW 2118
GANSW717654410,,38,1,,3,,BOUNDARY,ROAD,,CARLINGFORD,NSW,2118,38/1-3 BOUNDARY ROAD CARLINGFORD NSW 2118
GANSW716766479,,8,1,,7,,YOUNG,ROAD,,CARLINGFORD,NSW,2118,8/1-7 YOUNG ROAD CARLINGFORD NSW 2118
GANSW716766478,,7,1,,7,,YOUNG,ROAD,,CARLINGFORD,NSW,2118,7/1-7 YOUNG ROAD CARLINGFORD NSW 2118
GANSW716766466,,32,1,,7,,YOUNG,ROAD,,CARLINGFORD,NSW,2118,32/1-7 YOUNG ROAD CARLINGFORD NSW 2118
GANSW707478551,,,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,1 DALMAR PLACE CARLINGFORD NSW 2118
GANSW704334953,,,1,,,,BELLEVUE,DRIVE,,CARLINGFORD,NSW,2118,1 BELLEVUE DRIVE CARLINGFORD NSW 2118
GANSW704336833,,,1,A,,,WOODSTOCK,ROAD,,CARLINGFORD,NSW,2118,1A WOODSTOCK ROAD CARLINGFORD NSW 2118
GANSW717654425,,51,1,,3,,BOUNDARY,ROAD,,CARLINGFORD,NSW,2118,51/1-3 BOUNDARY ROAD CARLINGFORD NSW 2118
GANSW710935938,,2,1,A,,,JENKINS,ROAD,,CARLINGFORD,NSW,2118,2/1A JENKINS ROAD CARLINGFORD NSW 2118
GANSW707909563,ALAN WALKER VILLAGE,322,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,322/1 DALMAR PLACE CARLINGFORD NSW 2118 (ALAN WALKER VILLAGE)
GANSW707906834,ALAN WALKER VILLAGE,28,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,28/1 DALMAR PLACE CARLINGFORD NSW 2118 (ALAN WALKER VILLAGE)
GANSW707911450,ALAN WALKER VILLAGE,231,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,231/1 DALMAR PLACE CARLINGFORD NSW 2118 (ALAN WALKER VILLAGE)
GANSW707911541,PARKVIEW,306,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,306/1 DALMAR PLACE CARLINGFORD NSW 2118 (PARKVIEW)
GANSW704333418,,,1,A,,,PARMA,PLACE,,CARLINGFORD,NSW,2118,1A PARMA PLACE CARLINGFORD NSW 2118
GANSW704332673,,,1,,,,OLYMPIC,COURT,,CARLINGFORD,NSW,2118,1 OLYMPIC COURT CARLINGFORD NSW 2118
GANSW704337258,,,1,,,,SUN VALLEY,PLACE,,CARLINGFORD,NSW,2118,1 SUN VALLEY PLACE CARLINGFORD NSW 2118
GANSW716467788,,,1,,,,EIGHTH,AVENUE,,CARLINGFORD,NSW,2118,1 EIGHTH AVENUE CARLINGFORD NSW 2118
GANSW717957599,,6,1,,3,,LLOYDS,AVENUE,,CARLINGFORD,NSW,2118,6/1-3 LLOYDS AVENUE CARLINGFORD NSW 2118
GANSW716963475,,34,1,,5,,POST OFFICE,STREET,,CARLINGFORD,NSW,2118,34/1-5 POST OFFICE STREET CARLINGFORD NSW 2118
GANSW710935923,,7,1,,,,JENKINS,ROAD,,CARLINGFORD,NSW,2118,7/1 JENKINS ROAD CARLINGFORD NSW 2118
GANSW710926857,,6,1,,,,JENKINS,ROAD,,CARLINGFORD,NSW,2118,6/1 JENKINS ROAD CARLINGFORD NSW 2118
GANSW707486074,,,1,,,,MOBBS,LANE,,CARLINGFORD,NSW,2118,1 MOBBS LANE CARLINGFORD NSW 2118
GANSW704330111,,5,1,,,,TIPTREES,AVENUE,,CARLINGFORD,NSW,2118,5/1 TIPTREES AVENUE CARLINGFORD NSW 2118
GANSW704334056,,,1,,,,CHRISTEL,AVENUE,,CARLINGFORD,NSW,2118,1 CHRISTEL AVENUE CARLINGFORD NSW 2118
GANSW707908690,,3,1,,,,BLENHEIM,ROAD,,CARLINGFORD,NSW,2118,3/1 BLENHEIM ROAD CARLINGFORD NSW 2118
GANSW717654422,,49,1,,3,,BOUNDARY,ROAD,,CARLINGFORD,NSW,2118,49/1-3 BOUNDARY ROAD CARLINGFORD NSW 2118
GANSW717654380,,10,1,,3,,BOUNDARY,ROAD,,CARLINGFORD,NSW,2118,10/1-3 BOUNDARY ROAD CARLINGFORD NSW 2118
GANSW718003917,,17,1,,,,SHIRLEY,STREET,,CARLINGFORD,NSW,2118,17/1 SHIRLEY STREET CARLINGFORD NSW 2118
GANSW718003937,,35,1,,,,SHIRLEY,STREET,,CARLINGFORD,NSW,2118,35/1 SHIRLEY STREET CARLINGFORD NSW 2118
GANSW715407314,,9,1,,3,,TIPTREES,AVENUE,,CARLINGFORD,NSW,2118,9/1-3 TIPTREES AVENUE CARLINGFORD NSW 2118
GANSW707891921,ALAN WALKER VILLAGE,225,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,225/1 DALMAR PLACE CARLINGFORD NSW 2118 (ALAN WALKER VILLAGE)
GANSW707906934,ALAN WALKER VILLAGE,226,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,226/1 DALMAR PLACE CARLINGFORD NSW 2118 (ALAN WALKER VILLAGE)
GANSW707909744,ALAN WALKER VILLAGE,632,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,632/1 DALMAR PLACE CARLINGFORD NSW 2118 (ALAN WALKER VILLAGE)
GANSW707911543,ALAN WALKER VILLAGE,314,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,314/1 DALMAR PLACE CARLINGFORD NSW 2118 (ALAN WALKER VILLAGE)
GANSW707891108,ALAN WALKER VILLAGE,612,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,612/1 DALMAR PLACE CARLINGFORD NSW 2118 (ALAN WALKER VILLAGE)
GANSW707917887,ALAN WALKER VILLAGE,607,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,607/1 DALMAR PLACE CARLINGFORD NSW 2118 (ALAN WALKER VILLAGE)
GANSW707917894,THE MEWS,620,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,620/1 DALMAR PLACE CARLINGFORD NSW 2118 (THE MEWS)
GANSW717720521,,31,1,,,,TIPTREES,AVENUE,,CARLINGFORD,NSW,2118,31/1 TIPTREES AVENUE CARLINGFORD NSW 2118
GANSW704319190,,,1,,,,ATHOL,PLACE,,CARLINGFORD,NSW,2118,1 ATHOL PLACE CARLINGFORD NSW 2118
GANSW707906908,ALAN WALKER VILLAGE,27,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,27/1 DALMAR PLACE CARLINGFORD NSW 2118 (ALAN WALKER VILLAGE)
GANSW704330408,,,1,,,,BUSHLAND,CRESCENT,,CARLINGFORD,NSW,2118,1 BUSHLAND CRESCENT CARLINGFORD NSW 2118
GANSW704328945,,,1,,,,KEATS,STREET,,CARLINGFORD,NSW,2118,1 KEATS STREET CARLINGFORD NSW 2118
GANSW704332999,,,1,,,,BALAKA,DRIVE,,CARLINGFORD,NSW,2118,1 BALAKA DRIVE CARLINGFORD NSW 2118
GANSW704337136,,,1,A,,,BENGHAZI,ROAD,,CARLINGFORD,NSW,2118,1A BENGHAZI ROAD CARLINGFORD NSW 2118
GANSW717720527,,40,1,,,,TIPTREES,AVENUE,,CARLINGFORD,NSW,2118,40/1 TIPTREES AVENUE CARLINGFORD NSW 2118
GANSW717357274,,,1,A,,,HOMELANDS,AVENUE,,CARLINGFORD,NSW,2118,1A HOMELANDS AVENUE CARLINGFORD NSW 2118
GANSW716963487,,45,1,,5,,POST OFFICE,STREET,,CARLINGFORD,NSW,2118,45/1-5 POST OFFICE STREET CARLINGFORD NSW 2118
GANSW716963497,,8,1,,5,,POST OFFICE,STREET,,CARLINGFORD,NSW,2118,8/1-5 POST OFFICE STREET CARLINGFORD NSW 2118
GANSW704320005,,,1,,,,LIPSIA,PLACE,,CARLINGFORD,NSW,2118,1 LIPSIA PLACE CARLINGFORD NSW 2118
GANSW710919230,,4,1,,,,JENKINS,ROAD,,CARLINGFORD,NSW,2118,4/1 JENKINS ROAD CARLINGFORD NSW 2118
GANSW718438618,,,1,A,,,HOWARD,STREET,,CARLINGFORD,NSW,2118,1A HOWARD STREET CARLINGFORD NSW 2118
GANSW716766467,,33,1,,7,,YOUNG,ROAD,,CARLINGFORD,NSW,2118,33/1-7 YOUNG ROAD CARLINGFORD NSW 2118
GANSW716766471,,37,1,,7,,YOUNG,ROAD,,CARLINGFORD,NSW,2118,37/1-7 YOUNG ROAD CARLINGFORD NSW 2118
GANSW707441619,,,1,,,,STATEN,PLACE,,CARLINGFORD,NSW,2118,1 STATEN PLACE CARLINGFORD NSW 2118
GANSW717654393,,22,1,,3,,BOUNDARY,ROAD,,CARLINGFORD,NSW,2118,22/1-3 BOUNDARY ROAD CARLINGFORD NSW 2118
GANSW716766461,,28,1,,7,,YOUNG,ROAD,,CARLINGFORD,NSW,2118,28/1-7 YOUNG ROAD CARLINGFORD NSW 2118
GANSW717998396,,15,1,,9,,SHIRLEY,STREET,,CARLINGFORD,NSW,2118,15/1-9 SHIRLEY STREET CARLINGFORD NSW 2118
GANSW717998418,,35,1,,9,,SHIRLEY,STREET,,CARLINGFORD,NSW,2118,35/1-9 SHIRLEY STREET CARLINGFORD NSW 2118
GANSW717998421,,5,1,,9,,SHIRLEY,STREET,,CARLINGFORD,NSW,2118,5/1-9 SHIRLEY STREET CARLINGFORD NSW 2118
GANSW717654428,,7,1,,3,,BOUNDARY,ROAD,,CARLINGFORD,NSW,2118,7/1-3 BOUNDARY ROAD CARLINGFORD NSW 2118
GANSW717654409,,37,1,,3,,BOUNDARY,ROAD,,CARLINGFORD,NSW,2118,37/1-3 BOUNDARY ROAD CARLINGFORD NSW 2118
GANSW717654386,,16,1,,3,,BOUNDARY,ROAD,,CARLINGFORD,NSW,2118,16/1-3 BOUNDARY ROAD CARLINGFORD NSW 2118
GANSW718003925,,24,1,,,,SHIRLEY,STREET,,CARLINGFORD,NSW,2118,24/1 SHIRLEY STREET CARLINGFORD NSW 2118
GANSW707890964,ALAN WALKER VILLAGE,321,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,321/1 DALMAR PLACE CARLINGFORD NSW 2118 (ALAN WALKER VILLAGE)
GANSW707906927,ALAN WALKER VILLAGE,635,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,635/1 DALMAR PLACE CARLINGFORD NSW 2118 (ALAN WALKER VILLAGE)
GANSW707909566,ALAN WALKER VILLAGE,241,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,241/1 DALMAR PLACE CARLINGFORD NSW 2118 (ALAN WALKER VILLAGE)
GANSW707909585,ALAN WALKER VILLAGE,217,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,217/1 DALMAR PLACE CARLINGFORD NSW 2118 (ALAN WALKER VILLAGE)
GANSW707909599,ALAN WALKER VILLAGE,210,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,210/1 DALMAR PLACE CARLINGFORD NSW 2118 (ALAN WALKER VILLAGE)
GANSW707902642,PARKVIEW,302,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,302/1 DALMAR PLACE CARLINGFORD NSW 2118 (PARKVIEW)
GANSW707917889,ALAN WALKER VILLAGE,604,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,604/1 DALMAR PLACE CARLINGFORD NSW 2118 (ALAN WALKER VILLAGE)
GANSW707907094,PARKVIEW,303,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,303/1 DALMAR PLACE CARLINGFORD NSW 2118 (PARKVIEW)
GANSW717427661,,,1,A,,,FARRANT,PLACE,,CARLINGFORD,NSW,2118,1A FARRANT PLACE CARLINGFORD NSW 2118
GANSW717081989,,,1,A,,,ILLARANGI,STREET,,CARLINGFORD,NSW,2118,1A ILLARANGI STREET CARLINGFORD NSW 2118
GANSW716963456,,17,1,,5,,POST OFFICE,STREET,,CARLINGFORD,NSW,2118,17/1-5 POST OFFICE STREET CARLINGFORD NSW 2118
GANSW716963486,,44,1,,5,,POST OFFICE,STREET,,CARLINGFORD,NSW,2118,44/1-5 POST OFFICE STREET CARLINGFORD NSW 2118
GANSW710909882,,5,1,,7,,BLENHEIM,ROAD,,CARLINGFORD,NSW,2118,5/1-7 BLENHEIM ROAD CARLINGFORD NSW 2118
GANSW710935940,,4,1,A,,,JENKINS,ROAD,,CARLINGFORD,NSW,2118,4/1A JENKINS ROAD CARLINGFORD NSW 2118
GANSW710919866,,2,1,,,,LLOYDS,AVENUE,,CARLINGFORD,NSW,2118,2/1 LLOYDS AVENUE CARLINGFORD NSW 2118
GANSW710919874,,12,1,,,,LLOYDS,AVENUE,,CARLINGFORD,NSW,2118,12/1 LLOYDS AVENUE CARLINGFORD NSW 2118
GANSW717798044,,18,1,,3,,TIPTREES,AVENUE,,CARLINGFORD,NSW,2118,18/1-3 TIPTREES AVENUE CARLINGFORD NSW 2118
GANSW704319244,,,1,A,,,CONSTITUTION,COURT,,CARLINGFORD,NSW,2118,1A CONSTITUTION COURT CARLINGFORD NSW 2118
GANSW717654406,,34,1,,3,,BOUNDARY,ROAD,,CARLINGFORD,NSW,2118,34/1-3 BOUNDARY ROAD CARLINGFORD NSW 2118
GANSW718003929,,28,1,,,,SHIRLEY,STREET,,CARLINGFORD,NSW,2118,28/1 SHIRLEY STREET CARLINGFORD NSW 2118
GANSW715407301,,19,1,,3,,TIPTREES,AVENUE,,CARLINGFORD,NSW,2118,19/1-3 TIPTREES AVENUE CARLINGFORD NSW 2118
GANSW707891857,ALAN WALKER VILLAGE,631,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,631/1 DALMAR PLACE CARLINGFORD NSW 2118 (ALAN WALKER VILLAGE)
GANSW707891918,MIMOSA LODGE,106,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,106/1 DALMAR PLACE CARLINGFORD NSW 2118 (MIMOSA LODGE)
GANSW707909568,BORONIA GARDENS,128,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,128/1 DALMAR PLACE CARLINGFORD NSW 2118 (BORONIA GARDENS)
GANSW707909632,ALAN WALKER VILLAGE,602,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,602/1 DALMAR PLACE CARLINGFORD NSW 2118 (ALAN WALKER VILLAGE)
GANSW707909637,THE MEWS,630,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,630/1 DALMAR PLACE CARLINGFORD NSW 2118 (THE MEWS)
GANSW707909644,WARATAH TERRACE,11,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,11/1 DALMAR PLACE CARLINGFORD NSW 2118 (WARATAH TERRACE)
GANSW707909676,ALAN WALKER VILLAGE,603,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,603/1 DALMAR PLACE CARLINGFORD NSW 2118 (ALAN WALKER VILLAGE)
GANSW707909691,ALAN WALKER VILLAGE,221,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,221/1 DALMAR PLACE CARLINGFORD NSW 2118 (ALAN WALKER VILLAGE)
GANSW707909733,PARKVIEW,301,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,301/1 DALMAR PLACE CARLINGFORD NSW 2118 (PARKVIEW)
GANSW707906842,BORONIA GARDENS,134,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,134/1 DALMAR PLACE CARLINGFORD NSW 2118 (BORONIA GARDENS)
GANSW717998392,,11,1,,9,,SHIRLEY,STREET,,CARLINGFORD,NSW,2118,11/1-9 SHIRLEY STREET CARLINGFORD NSW 2118
GANSW717998401,,1,1,,9,,SHIRLEY,STREET,,CARLINGFORD,NSW,2118,1/1-9 SHIRLEY STREET CARLINGFORD NSW 2118
GANSW717998410,,28,1,,9,,SHIRLEY,STREET,,CARLINGFORD,NSW,2118,28/1-9 SHIRLEY STREET CARLINGFORD NSW 2118
GANSW710907654,,11,1,A,,,SHIRLEY,STREET,,CARLINGFORD,NSW,2118,11/1A SHIRLEY STREET CARLINGFORD NSW 2118
GANSW704330096,,,1,,,,MCMULLEN,AVENUE,,CARLINGFORD,NSW,2118,1 MCMULLEN AVENUE CARLINGFORD NSW 2118
GANSW704336734,,,1,,,,HILAR,AVENUE,,CARLINGFORD,NSW,2118,1 HILAR AVENUE CARLINGFORD NSW 2118
GANSW704339008,,,1,A,,,DRYDEN,AVENUE,,CARLINGFORD,NSW,2118,1A DRYDEN AVENUE CARLINGFORD NSW 2118
GANSW717720526,,39,1,,,,TIPTREES,AVENUE,,CARLINGFORD,NSW,2118,39/1 TIPTREES AVENUE CARLINGFORD NSW 2118
GANSW710893295,,2,1,A,,,WOODSTOCK,ROAD,,CARLINGFORD,NSW,2118,2/1A WOODSTOCK ROAD CARLINGFORD NSW 2118
GANSW716963477,,36,1,,5,,POST OFFICE,STREET,,CARLINGFORD,NSW,2118,36/1-5 POST OFFICE STREET CARLINGFORD NSW 2118
GANSW716963494,,5,1,,5,,POST OFFICE,STREET,,CARLINGFORD,NSW,2118,5/1-5 POST OFFICE STREET CARLINGFORD NSW 2118
GANSW704325275,,,1,,,,JENKINS,ROAD,,CARLINGFORD,NSW,2118,1 JENKINS ROAD CARLINGFORD NSW 2118
GANSW710935928,,5,1,A,,,JENKINS,ROAD,,CARLINGFORD,NSW,2118,5/1A JENKINS ROAD CARLINGFORD NSW 2118
GANSW716766454,,21,1,,7,,YOUNG,ROAD,,CARLINGFORD,NSW,2118,21/1-7 YOUNG ROAD CARLINGFORD NSW 2118
GANSW704335449,,17,1,,,,TIPTREES,AVENUE,,CARLINGFORD,NSW,2118,17/1 TIPTREES AVENUE CARLINGFORD NSW 2118
GANSW717654401,,2,1,,3,,BOUNDARY,ROAD,,CARLINGFORD,NSW,2118,2/1-3 BOUNDARY ROAD CARLINGFORD NSW 2118
GANSW717654414,,41,1,,3,,BOUNDARY,ROAD,,CARLINGFORD,NSW,2118,41/1-3 BOUNDARY ROAD CARLINGFORD NSW 2118
GANSW717654408,,36,1,,3,,BOUNDARY,ROAD,,CARLINGFORD,NSW,2118,36/1-3 BOUNDARY ROAD CARLINGFORD NSW 2118
GANSW717654407,,35,1,,3,,BOUNDARY,ROAD,,CARLINGFORD,NSW,2118,35/1-3 BOUNDARY ROAD CARLINGFORD NSW 2118
GANSW718003926,,25,1,,,,SHIRLEY,STREET,,CARLINGFORD,NSW,2118,25/1 SHIRLEY STREET CARLINGFORD NSW 2118
GANSW718003932,,30,1,,,,SHIRLEY,STREET,,CARLINGFORD,NSW,2118,30/1 SHIRLEY STREET CARLINGFORD NSW 2118
GANSW710919873,,11,1,,,,LLOYDS,AVENUE,,CARLINGFORD,NSW,2118,11/1 LLOYDS AVENUE CARLINGFORD NSW 2118
GANSW707906930,WISTERIA COURT,112,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,112/1 DALMAR PLACE CARLINGFORD NSW 2118 (WISTERIA COURT)
GANSW707891861,ALAN WALKER VILLAGE,400,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,400/1 DALMAR PLACE CARLINGFORD NSW 2118 (ALAN WALKER VILLAGE)
GANSW707891862,THE MEWS,619,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,619/1 DALMAR PLACE CARLINGFORD NSW 2118 (THE MEWS)
GANSW707891919,ALAN WALKER VILLAGE,239,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,239/1 DALMAR PLACE CARLINGFORD NSW 2118 (ALAN WALKER VILLAGE)
GANSW707906935,ALAN WALKER VILLAGE,200,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,200/1 DALMAR PLACE CARLINGFORD NSW 2118 (ALAN WALKER VILLAGE)
GANSW707906832,BORONIA GARDENS,143,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,143/1 DALMAR PLACE CARLINGFORD NSW 2118 (BORONIA GARDENS)
GANSW707906859,WARATAH TERRACE,13,1,,,,DALMAR,PLACE,,CARLINGFORD,NSW,2118,13/1 DALMAR PLACE CARLINGFORD NSW 2118 (WARATAH TERRACE)
