"ADDRESS_DETAIL_PID","STREET_LOCALITY_PID","LOCALITY_PID","BUILDING_NAME","LOT_NUMBER_PREFIX","LOT_NUMBER","LOT_NUMBER_SUFFIX","FLAT_TYPE","FLAT_NUMBER_PREFIX","FLAT_NUMBER","FLAT_NUMBER_SUFFIX","LEVEL_TYPE","LEVEL_NUMBER_PREFIX","LEVEL_NUMBER","LEVEL_NUMBER_SUFFIX","NUMBER_FIRST_PREFIX","NUMBER_FIRST","NUMBER_FIRST_SUFFIX","NUMBER_LAST_PREFIX","NUMBER_LAST","NUMBER_LAST_SUFFIX","STREET_NAME","STREET_CLASS_CODE","STREET_CLASS_TYPE","STREET_TYPE_CODE","STREET_SUFFIX_CODE","STREET_SUFFIX_TYPE","LOCALITY_NAME","STATE_ABBREVIATION","POSTCODE","CONFIDENCE","ALIAS_PRINCIPAL","PRIMARY_SECONDARY","LEGAL_PARCEL_ID","DATE_CREATED"
"GANSW715905231","NSW2857078","NSW832","","","9","","UNIT","",9.0,"","","",0.0,"","",24.0,"","",0.0,"","HONITON","C","CONFIRMED","AVENUE","E","EAST","CARLINGFORD","NSW","2118",2.0,"P","S","9//SP61319","2011-10-21"
"GANSW710944209","NSW2878802","NSW832","","","","","","",0.0,"","","",0.0,"","",11.0,"","",0.0,"","KAY","C","CONFIRMED","STREET","","","CARLINGFORD","NSW","2118",2.0,"P","","3//DP703668","2005-10-26"
"GANSW717617294","NSW2968350","NSW832","","","","","","",0.0,"","","",0.0,"","",90.0,"","",0.0,"","ADDERTON","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",2.0,"P","","9//DP20820","2008-10-04"
"GANSW704334663","NSW2867033","NSW832","","","11","","","",0.0,"","","",0.0,"","",17.0,"","",0.0,"","LANCELEY","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",2.0,"P","","11//DP230685","2008-04-17"
"GANSW716496963","NSW2876504","NSW832","","","","","UNIT","",27.0,"","","",0.0,"","",2.0,"A","",0.0,"","MCKILLOP","C","CONFIRMED","PLACE","","","CARLINGFORD","NSW","2118",2.0,"P","S","1632//DP214707","2013-07-15"
"GANSW704322684","NSW2877933","NSW832","","","44","","UNIT","",44.0,"","","",0.0,"","",9.0,"","",15.0,"","LLOYDS","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",2.0,"P","S","44//SP58995","2009-04-15"
"GANSW704332691","NSW2869022","NSW832","","","5","","UNIT","",5.0,"","","",0.0,"","",358.0,"","",0.0,"","MARSDEN","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",2.0,"P","S","5//SP4202","2009-04-15"
"GANSW704330041","NSW2869022","NSW832","","","9","","UNIT","",9.0,"","","",0.0,"","",346.0,"","",0.0,"","MARSDEN","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",2.0,"P","S","9//SP15844","2009-04-15"
"GANSW710909881","NSW2810619","NSW832","","","","","UNIT","",4.0,"","","",0.0,"","",1.0,"","",7.0,"","BLENHEIM","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",1.0,"P","S","101//DP1002400","2008-01-05"
"GANSW704332992","NSW2810374","NSW832","","","3","","UNIT","",3.0,"","","",0.0,"","",99.0,"","",0.0,"","BAKER","C","CONFIRMED","STREET","","","CARLINGFORD","NSW","2118",2.0,"P","S","3//SP66046","2008-12-29"
"GANSW704342871","NSW2851539","NSW832","","","31","","","",0.0,"","","",0.0,"","",30.0,"","",0.0,"","FARNELL","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",2.0,"P","","31//DP219133","2008-04-19"
"GANSW710891500","NSW2845864","NSW832","","","","","","",0.0,"","","",0.0,"","",3.0,"","",0.0,"","CORAL TREE","C","CONFIRMED","DRIVE","","","CARLINGFORD","NSW","2118",2.0,"P","","32//DP222301","2004-01-01"
"GANSW704329999","NSW2838311","NSW832","","","19","","UNIT","",19.0,"","","",0.0,"","",3.0,"","",0.0,"","COLEMAN","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",2.0,"P","S","19//SP3248","2008-01-05"
"GANSW717677300","NSW2882471","NSW832","","","","","UNIT","",56.0,"","","",0.0,"","",346.0,"","",0.0,"","PENNANT HILLS","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",0.0,"P","S","","2009-01-08"
"GANSW707435197","NSW2869022","NSW832","","","5","","","",0.0,"","","",0.0,"","",238.0,"","",0.0,"","MARSDEN","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",2.0,"P","","5//DP3100","2008-04-20"
"GANSW704336013","NSW2884762","NSW832","","","69","","","",0.0,"","","",0.0,"","",16.0,"","",0.0,"","MILTON","C","CONFIRMED","STREET","","","CARLINGFORD","NSW","2118",2.0,"P","","69//DP31772","2008-04-20"
"GANSW707450222","NSW2896916","NSW832","","","7","","","",0.0,"","","",0.0,"","",17.0,"","",0.0,"","MULYAN","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",2.0,"P","","7//DP270263","2008-04-20"
"GANSW704336730","NSW2814689","NSW832","","","43","","","",0.0,"","","",0.0,"","",25.0,"","",0.0,"","AINSLIE","C","CONFIRMED","PARADE","","","CARLINGFORD","NSW","2118",2.0,"P","","43//DP221357","2008-04-20"
"GANSW707485718","NSW2862588","NSW832","","","35","","","",0.0,"","","",0.0,"","",5.0,"","",0.0,"","MADISON","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",2.0,"P","","35//DP270263","2008-04-20"
"GANSW704328155","NSW2820315","NSW832","","","34","","","",0.0,"","","",0.0,"","",2.0,"","",12.0,"","CARMEN","C","CONFIRMED","DRIVE","","","CARLINGFORD","NSW","2118",1.0,"P","P","31//DP233674","2008-04-17"
"GANSW704333460","NSW2920194","NSW832","","","2","","","",0.0,"","","",0.0,"","",57.0,"","",0.0,"","TOMAH","C","CONFIRMED","STREET","","","CARLINGFORD","NSW","2118",2.0,"P","","2//DP258884","2008-04-20"
"GANSW704335120","NSW2827392","NSW832","","","421","","","",0.0,"","","",0.0,"","",19.0,"","",0.0,"","BEVAN","C","CONFIRMED","PLACE","","","CARLINGFORD","NSW","2118",2.0,"P","","421//DP262667","2008-04-17"
"GANSW704335265","NSW2873077","NSW832","","","31","","","",0.0,"","","",0.0,"","",29.0,"","",0.0,"","LESLEY","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",2.0,"P","","31//DP236444","2008-04-19"
"GANSW710884311","NSW2838311","NSW832","","","","","UNIT","",15.0,"","","",0.0,"","",2.0,"B","",0.0,"","COLEMAN","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",2.0,"P","S","15//SP64374","2011-07-29"
"GANSW717085012","NSW2896916","NSW832","","","","","","",0.0,"","","",0.0,"","",2.0,"A","",0.0,"","MULYAN","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",2.0,"P","","62//DP847897","2006-10-29"
"GANSW704330085","NSW2940020","NSW832","","","55","","","",0.0,"","","",0.0,"","",12.0,"","",0.0,"","PINETREE","C","CONFIRMED","DRIVE","","","CARLINGFORD","NSW","2118",2.0,"P","","55//DP236357","2008-04-19"
"GANSW718035909","NSW2882471","NSW832","","","","","UNIT","",5.0,"","","",0.0,"","",227.0,"","",231.0,"","PENNANT HILLS","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",1.0,"P","S","5//SP83882","2011-02-07"
"GANSW704330564","NSW2869674","NSW832","","","35","","","",0.0,"","","",0.0,"","",71.0,"","",0.0,"","JENKINS","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",2.0,"P","","35//DP258829","2008-04-19"
"GANSW716932112","NSW2882471","NSW832","","","","","UNIT","",8.0,"","","",0.0,"","",173.0,"","",175.0,"","PENNANT HILLS","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",2.0,"P","S","8//SP76344","2010-04-16"
"GANSW710940691","NSW2882471","NSW832","","","","","UNIT","",2.0,"","","",0.0,"","",181.0,"","",0.0,"","PENNANT HILLS","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",2.0,"P","S","3//DP285473","2010-04-16"
"GANSW717617226","NSW2968350","NSW832","","","","","UNIT","",1.0,"","","",0.0,"","",145.0,"","",0.0,"","ADDERTON","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",0.0,"P","S","1//DP826528","2008-10-04"
"GANSW706424061","NSW2870259","NSW832","","","731","","","",0.0,"","","",0.0,"","",104.0,"","",0.0,"","MARSHALL","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",0.0,"P","","","2008-04-18"
"GANSW716766455","NSW2921205","NSW832","","","","","UNIT","",22.0,"","","",0.0,"","",1.0,"","",7.0,"","YOUNG","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",2.0,"P","S","22//SP75327","2006-01-24"
"GANSW717618311","NSW3324497","NSW832","","","","","","",0.0,"","","",0.0,"","",9.0,"","",0.0,"","CHARLES","C","CONFIRMED","STREET","","","CARLINGFORD","NSW","2118",2.0,"P","","2//DP10279","2008-10-04"
"GANSW704327039","NSW2838311","NSW832","","","21","","UNIT","",21.0,"","","",0.0,"","",2.0,"","",0.0,"","COLEMAN","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",2.0,"P","S","21//SP32785","2011-07-29"
"GANSW707434839","NSW2869022","NSW832","","","4","","","",0.0,"","","",0.0,"","",250.0,"","",0.0,"","MARSDEN","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",2.0,"P","","4//DP29164","2008-04-20"
"GANSW706602631","NSW2818696","NSW832","","","1624","","","",0.0,"","","",0.0,"","",26.0,"","",0.0,"","CAPTAIN STROM","C","CONFIRMED","PLACE","","","CARLINGFORD","NSW","2118",2.0,"P","","1624//DP214707","2008-04-20"
"GANSW704326098","NSW2887283","NSW832","","","44","","","",0.0,"","","",0.0,"","",39.0,"","",0.0,"","ROBIN","C","CONFIRMED","STREET","","","CARLINGFORD","NSW","2118",2.0,"P","","44//DP29440","2008-04-20"
"GANSW707445297","NSW2847852","NSW832","","","36","","","",0.0,"","","",0.0,"","",20.0,"","",0.0,"","DANDARBONG","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",2.0,"P","","36//DP229570","2008-04-20"
"GANSW704333066","NSW2815657","NSW832","","","21","","","",0.0,"","","",0.0,"","",41.0,"","",0.0,"","CAMELOT","C","CONFIRMED","COURT","","","CARLINGFORD","NSW","2118",2.0,"P","","21//DP237177","2008-04-20"
"GANSW704328918","NSW2854674","NSW832","","","158","","","",0.0,"","","",0.0,"","",17.0,"","",0.0,"","GOSSELL","C","CONFIRMED","GROVE","","","CARLINGFORD","NSW","2118",2.0,"P","","158//DP253099","2008-04-20"
"GANSW707461823","NSW2847852","NSW832","","","10","","","",0.0,"","","",0.0,"","",47.0,"","",0.0,"","DANDARBONG","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",2.0,"P","","10//DP29078","2008-04-20"
"GANSW704322722","NSW2889358","NSW832","","","79","","","",0.0,"","","",0.0,"","",9.0,"","",0.0,"","MONTGOMERY","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",2.0,"P","","79//DP29440","2008-04-20"
"GANSW716740102","NSW2882471","NSW832","","","","","","",0.0,"","","",0.0,"","",332.0,"","",0.0,"","PENNANT HILLS","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",1.0,"P","","1//DP128517","2008-01-05"
"GANSW716932091","NSW2882471","NSW832","","","","","UNIT","",12.0,"","","",0.0,"","",173.0,"","",175.0,"","PENNANT HILLS","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",2.0,"P","S","12//SP76344","2010-04-16"
"GANSW716467792","NSW2963475","NSW832","","","","","","",0.0,"","","",0.0,"","",5.0,"","",0.0,"","EIGHTH","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",2.0,"P","","14//DP270386","2010-04-16"
"GANSW717078213","NSW2847852","NSW832","","","","","","",0.0,"","","",0.0,"","",51.0,"","",0.0,"","DANDARBONG","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",2.0,"P","","4//DP561088","2008-01-05"
"GANSW717125699","NSW2821392","NSW832","","","","","UNIT","",2.0,"","","",0.0,"","",40.0,"","",0.0,"","BRAND","C","CONFIRMED","STREET","","","CARLINGFORD","NSW","2118",1.0,"P","S","1628//DP214707","2007-07-30"
"GANSW718208189","NSW2926064","NSW832","","","","","","",0.0,"","","",0.0,"","",12.0,"X","",0.0,"","TRIPOLI","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",0.0,"P","","34//DP263807","2011-10-21"
"GANSW704334440","NSW2838311","NSW832","","","7","","UNIT","",7.0,"","","",0.0,"","",2.0,"","",0.0,"","COLEMAN","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",2.0,"P","S","7//SP32785","2011-07-29"
"GANSW704325092","NSW2810374","NSW832","","","2","","","",0.0,"","","",0.0,"","",106.0,"","",0.0,"","BAKER","C","CONFIRMED","STREET","","","CARLINGFORD","NSW","2118",2.0,"P","","2//DP21047","2008-04-18"
"GANSW704331337","NSW2882471","NSW832","","","2","","UNIT","",2.0,"","","",0.0,"","",314.0,"","",0.0,"","PENNANT HILLS","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",2.0,"P","S","2//SP58877","2009-04-15"
"GANSW704338040","NSW2882471","NSW832","","","6","","SHOP","",6.0,"","","",0.0,"","",835.0,"","",839.0,"","PENNANT HILLS","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",1.0,"P","S","6//SP60950","2009-04-15"
"GANSW718104750","NSW2882471","NSW832","","","","","","",0.0,"","","",0.0,"","",780.0,"","",786.0,"","PENNANT HILLS","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",0.0,"P","P","CP//SP55055","2011-04-08"
"GANSW716728475","NSW2821392","NSW832","","","","","","",0.0,"","","",0.0,"","",38.0,"","",0.0,"","BRAND","C","CONFIRMED","STREET","","","CARLINGFORD","NSW","2118",1.0,"P","P","1627//DP214707","2008-01-05"
"GANSW710902534","NSW2885314","NSW832","","","","","UNIT","",1.0,"","","",0.0,"","",500.0,"","",0.0,"","NORTH ROCKS","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",1.0,"P","S","2//DP560292","2008-01-05"
"GANSW704323436","NSW2881082","NSW832","","","45","","","",0.0,"","","",0.0,"","",9.0,"","",0.0,"","REMBRANDT","C","CONFIRMED","STREET","","","CARLINGFORD","NSW","2118",2.0,"P","","45//DP31772","2008-04-17"
"GANSW704329709","NSW2810374","NSW832","","","5","","","",0.0,"","","",0.0,"","",78.0,"","",0.0,"","BAKER","C","CONFIRMED","STREET","","","CARLINGFORD","NSW","2118",2.0,"P","","5//DP212305","2008-04-17"
"GANSW704337923","NSW2867033","NSW832","","","5","","","",0.0,"","","",0.0,"","",5.0,"","",0.0,"","LANCELEY","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",2.0,"P","","5//DP230685","2008-04-17"
"GANSW704332398","NSW2855938","NSW832","","","19","","","",0.0,"","","",0.0,"","",6.0,"","",0.0,"","KERRIBEE","C","CONFIRMED","PLACE","","","CARLINGFORD","NSW","2118",2.0,"P","","19//DP228807","2008-04-18"
"GANSW704337174","NSW2836575","NSW832","","","1","","","",0.0,"","","",0.0,"","",1.0,"","",0.0,"","CLOVER","C","CONFIRMED","CLOSE","","","CARLINGFORD","NSW","2118",2.0,"P","","1//DP216758","2012-10-19"
"GANSW717360796","NSW2882471","NSW832","","","","","UNIT","",2.0,"","","",0.0,"","",236.0,"","",238.0,"","PENNANT HILLS","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",2.0,"P","S","2//SP68527","2009-07-11"
"GANSW717670746","NSW2940455","NSW832","","","","","UNIT","",11.0,"","","",0.0,"","",6.0,"","",0.0,"","FREEMAN","C","CONFIRMED","PLACE","","","CARLINGFORD","NSW","2118",1.0,"P","S","11//SP33340","2011-04-08"
"GANSW704330411","NSW2924190","NSW832","","","3","","","",0.0,"","","",0.0,"","",4.0,"","",0.0,"","BUSHLAND","C","CONFIRMED","CRESCENT","","","CARLINGFORD","NSW","2118",2.0,"P","","3//DP224752","2008-04-18"
"GANSW704332706","NSW2940020","NSW832","","","49","","","",0.0,"","","",0.0,"","",38.0,"","",0.0,"","PINETREE","C","CONFIRMED","DRIVE","","","CARLINGFORD","NSW","2118",2.0,"P","","49//DP235667","2008-04-18"
"GANSW704331565","NSW2814862","NSW832","","","20","","","",0.0,"","","",0.0,"","",15.0,"","",0.0,"","BARELLAN","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",2.0,"P","","20//DP229660","2008-04-18"
"GANSW704330754","NSW2926918","NSW832","","","2","","","",0.0,"","","",0.0,"","",17.0,"","",0.0,"","ADRIAN","C","CONFIRMED","COURT","","","CARLINGFORD","NSW","2118",2.0,"P","","2//DP245577","2008-04-18"
"GANSW710940640","NSW2882471","NSW832","","","","","KIOSK","",105.0,"B","","",0.0,"","",801.0,"","",809.0,"","PENNANT HILLS","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",1.0,"P","S","100//DP1020194","2008-07-08"
"GANSW715405662","NSW2909773","NSW832","","","","","UNIT","",21.0,"","","",0.0,"","",13.0,"","",17.0,"","THALLON","C","CONFIRMED","STREET","","","CARLINGFORD","NSW","2118",2.0,"P","S","21//SP71875","2008-01-05"
"GANSW715405654","NSW2909773","NSW832","","","","","UNIT","",14.0,"","","",0.0,"","",13.0,"","",17.0,"","THALLON","C","CONFIRMED","STREET","","","CARLINGFORD","NSW","2118",2.0,"P","S","14//SP71875","2008-01-05"
"GANSW715405686","NSW2909773","NSW832","","","","","UNIT","",5.0,"","","",0.0,"","",13.0,"","",17.0,"","THALLON","C","CONFIRMED","STREET","","","CARLINGFORD","NSW","2118",2.0,"P","S","5//SP71875","2008-01-05"
"GANSW704314360","NSW2930311","NSW832","","","4","","","",0.0,"","","",0.0,"","",3.0,"","",0.0,"","MOSELEY","C","CONFIRMED","STREET","","","CARLINGFORD","NSW","2118",2.0,"P","","4//DP31010","2008-04-19"
"GANSW704325196","NSW2841433","NSW832","","","31","","","",0.0,"","","",0.0,"","",5.0,"","",0.0,"","CRESSFIELD","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",2.0,"P","","31//DP217531","2008-04-19"
"GANSW704335436","NSW2882565","NSW832","","","19","","","",0.0,"","","",0.0,"","",9.0,"","",0.0,"","PEPPERINA","C","CONFIRMED","PLACE","","","CARLINGFORD","NSW","2118",2.0,"P","","19//DP237293","2008-04-18"
"GANSW704325968","NSW2879142","NSW832","","","12","","","",0.0,"","","",0.0,"","",6.0,"","",0.0,"","LOCH AWE","C","CONFIRMED","CRESCENT","","","CARLINGFORD","NSW","2118",2.0,"P","","12//DP29636","2008-04-18"
"GANSW708802859","NSW2898499","NSW832","","","","","","",0.0,"","","",0.0,"","",45.0,"","",0.0,"","MURRAY FARM","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",0.0,"P","","1//DP210512","2008-01-05"
"GANSW710894358","NSW2881615","NSW832","","","","","UNIT","",5.0,"","","",0.0,"","",1.0,"A","",0.0,"","SHIRLEY","C","CONFIRMED","STREET","","","CARLINGFORD","NSW","2118",2.0,"P","S","5//SP31925","2016-04-23"
"GANSW710931915","NSW2882471","NSW832","","","","","UNIT","",38.0,"","","",0.0,"","",346.0,"","",362.0,"","PENNANT HILLS","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",0.0,"A","S","","2008-01-05"
"GANSW710936287","NSW2882471","NSW832","","","","","UNIT","",7.0,"","","",0.0,"","",346.0,"","",362.0,"","PENNANT HILLS","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",0.0,"P","S","","2008-01-05"
"GANSW713095923","NSW2835907","NSW832","","","","","UNIT","",1.0,"","","",0.0,"","",18.0,"","",0.0,"","DUNMORE","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",2.0,"P","S","1//SP63150","2008-01-05"
"GANSW710886752","NSW2881615","NSW832","","","","","UNIT","",1.0,"","","",0.0,"","",1.0,"A","",0.0,"","SHIRLEY","C","CONFIRMED","STREET","","","CARLINGFORD","NSW","2118",2.0,"P","S","1//SP31925","2016-04-23"
"GANSW710891554","NSW2877933","NSW832","","","","","UNIT","",7.0,"","","",0.0,"","",1.0,"","",0.0,"","LLOYDS","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",1.0,"A","S","","2008-01-05"
"GANSW710906743","NSW2940455","NSW832","","","","","UNIT","",13.0,"","","",0.0,"","",8.0,"","",0.0,"","FREEMAN","C","CONFIRMED","PLACE","","","CARLINGFORD","NSW","2118",0.0,"A","S","","2007-10-23"
"GANSW704331834","NSW2827335","NSW832","","","19","","","",0.0,"","","",0.0,"","",212.0,"","",0.0,"","BETTINGTON","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",2.0,"P","","19//DP239418","2008-04-18"
"GANSW704325175","NSW2834497","NSW832","","","151","","","",0.0,"","","",0.0,"","",11.0,"","",0.0,"","FLEMING","C","CONFIRMED","STREET","","","CARLINGFORD","NSW","2118",2.0,"P","","151//DP31772","2008-04-18"
"GANSW704337107","NSW2932152","NSW832","","","641","","","",0.0,"","","",0.0,"","",27.0,"A","",0.0,"","BELLEVUE","C","CONFIRMED","DRIVE","","","CARLINGFORD","NSW","2118",2.0,"P","","641//DP853999","2008-04-18"
"GANSW704335696","NSW2820188","NSW832","","","18","","","",0.0,"","","",0.0,"","",192.0,"","",0.0,"","CARLINGFORD","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",2.0,"P","","18//DP655992","2008-04-18"
"GANSW704326026","NSW2930311","NSW832","","","2","","","",0.0,"","","",0.0,"","",16.0,"","",0.0,"","MOSELEY","C","CONFIRMED","STREET","","","CARLINGFORD","NSW","2118",2.0,"P","","2//DP551616","2008-04-18"
"GANSW704336557","NSW2883763","NSW832","","","23","","","",0.0,"","","",0.0,"","",5.0,"","",0.0,"","NORFOLK","C","CONFIRMED","PLACE","","","CARLINGFORD","NSW","2118",2.0,"P","","23//DP239735","2008-04-18"
"GANSW704332421","NSW2857599","NSW832","","","22","","","",0.0,"","","",0.0,"","",28.0,"","",0.0,"","KIMBERLEY","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",2.0,"P","","22//DP222728","2008-04-18"
"GANSW704329725","NSW2810374","NSW832","","","1","","","",0.0,"","","",0.0,"","",88.0,"","",0.0,"","BAKER","C","CONFIRMED","STREET","","","CARLINGFORD","NSW","2118",0.0,"P","","","2008-04-18"
"GANSW704323450","NSW2882867","NSW832","","","1","","","",0.0,"","","",0.0,"","",3.0,"","",0.0,"","RICKARD","C","CONFIRMED","STREET","","","CARLINGFORD","NSW","2118",2.0,"P","","1//DP840900","2008-04-18"
"GANSW704336537","NSW2883763","NSW832","","","71","","","",0.0,"","","",0.0,"","",11.0,"","",0.0,"","NORFOLK","C","CONFIRMED","PLACE","","","CARLINGFORD","NSW","2118",2.0,"P","","71//DP239418","2008-04-18"
"GANSW710913569","NSW2810374","NSW832","","","","","UNIT","",2.0,"","","",0.0,"","",18.0,"","",0.0,"","BAKER","C","CONFIRMED","STREET","","","CARLINGFORD","NSW","2118",2.0,"P","S","2//DP504057","2008-01-05"
"GANSW710906739","NSW2940455","NSW832","","","","","UNIT","",15.0,"","","",0.0,"","",8.0,"","",0.0,"","FREEMAN","C","CONFIRMED","PLACE","","","CARLINGFORD","NSW","2118",0.0,"A","S","","2007-10-23"
"GANSW717602836","NSW2882471","NSW832","","","","","UNIT","",10.0,"","","",0.0,"","",264.0,"","",268.0,"","PENNANT HILLS","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",1.0,"P","S","1//DP1033201","2011-07-29"
"GANSW717602864","NSW2882471","NSW832","","","","","UNIT","",26.0,"","","",0.0,"","",264.0,"","",268.0,"","PENNANT HILLS","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",1.0,"P","S","1//DP1033201","2011-07-29"
"GANSW704331649","NSW2873920","NSW832","","","1","","","",0.0,"","","",0.0,"","",2.0,"","",0.0,"","HEPBURN","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",2.0,"P","","1//DP845101","2008-04-18"
"GANSW704325198","NSW2841433","NSW832","","","30","","","",0.0,"","","",0.0,"","",7.0,"","",0.0,"","CRESSFIELD","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",2.0,"P","","30//DP217531","2008-04-18"
"GANSW704319282","NSW2934891","NSW832","","","3A","","","",0.0,"","","",0.0,"","",48.0,"","",0.0,"","FELTON","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",2.0,"P","","3A//DP159894","2008-04-18"
"GANSW704330841","NSW2920194","NSW832","","","12","","","",0.0,"","","",0.0,"","",44.0,"","",0.0,"","TOMAH","C","CONFIRMED","STREET","","","CARLINGFORD","NSW","2118",2.0,"P","","12//DP217146","2008-04-18"
"GANSW704319149","NSW2823989","NSW832","","","280","","","",0.0,"","","",0.0,"","",48.0,"","",0.0,"","ARCADIAN","C","CONFIRMED","CIRCUIT","","","CARLINGFORD","NSW","2118",2.0,"P","","280//DP223099","2008-04-19"
"GANSW710906742","NSW2940455","NSW832","","","","","UNIT","",24.0,"","","",0.0,"","",8.0,"","",0.0,"","FREEMAN","C","CONFIRMED","PLACE","","","CARLINGFORD","NSW","2118",0.0,"A","S","","2007-10-23"
"GANSW710907711","NSW2912122","NSW832","","","","","","",0.0,"","","",0.0,"","",22.0,"","",0.0,"","SNOWDON","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",1.0,"A","","250//DP214655","2008-07-08"
"GANSW710919865","NSW2877933","NSW832","","","","","UNIT","",1.0,"","","",0.0,"","",1.0,"","",0.0,"","LLOYDS","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",1.0,"A","S","","2008-01-05"
"GANSW704339837","NSW2865728","NSW832","","","31","","","",0.0,"","","",0.0,"","",14.0,"","",0.0,"","MANILDRA","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",2.0,"P","","31//DP241056","2008-04-18"
"GANSW707891097","NSW2846465","NSW832","BANKSIA TERRACE","","","","UNIT","",4.0,"","","",0.0,"","",1.0,"","",0.0,"","DALMAR","C","CONFIRMED","PLACE","","","CARLINGFORD","NSW","2118",1.0,"P","S","1//DP773602","2014-10-16"
"GANSW707910442","NSW2846465","NSW832","ALAN WALKER VILLAGE","","","","UNIT","",637.0,"","","",0.0,"","",1.0,"","",0.0,"","DALMAR","C","CONFIRMED","PLACE","","","CARLINGFORD","NSW","2118",0.0,"P","S","1//DP773602","2007-10-23"
"GANSW704339906","NSW2927297","NSW832","","","16","","","",0.0,"","","",0.0,"","",12.0,"","",0.0,"","SYLVIA","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",2.0,"P","","16//DP229276","2008-04-18"
"GANSW704335439","NSW2884147","NSW832","","","12","","","",0.0,"","","",0.0,"","",11.0,"","",0.0,"","PHILIP","C","CONFIRMED","PLACE","","","CARLINGFORD","NSW","2118",2.0,"P","","12//DP225990","2008-04-19"
"GANSW707441940","NSW2868945","NSW832","","","34","","","",0.0,"","","",0.0,"","",10.0,"","",0.0,"","MAROOK","C","CONFIRMED","STREET","","","CARLINGFORD","NSW","2118",2.0,"P","","34//DP31228","2012-10-19"
