"ADDRESS_DETAIL_PID","STREET_LOCALITY_PID","LOCALITY_PID","BUILDING_NAME","LOT_NUMBER_PREFIX","LOT_NUMBER","LOT_NUMBER_SUFFIX","FLAT_TYPE","FLAT_NUMBER_PREFIX","FLAT_NUMBER","FLAT_NUMBER_SUFFIX","LEVEL_TYPE","LEVEL_NUMBER_PREFIX","LEVEL_NUMBER","LEVEL_NUMBER_SUFFIX","NUMBER_FIRST_PREFIX","NUMBER_FIRST","NUMBER_FIRST_SUFFIX","NUMBER_LAST_PREFIX","NUMBER_LAST","NUMBER_LAST_SUFFIX","STREET_NAME","STREET_CLASS_CODE","STREET_CLASS_TYPE","STREET_TYPE_CODE","STREET_SUFFIX_CODE","STREET_SUFFIX_TYPE","LOCALITY_NAME","STATE_ABBREVIATION","POSTCODE","CONFIDENCE","ALIAS_PRINCIPAL","PRIMARY_SECONDARY","LEGAL_PARCEL_ID","DATE_CREATED"
"GANSW710896838","NSW2940455","NSW832","","","","","UNIT","",49.0,"","","",0.0,"","",10.0,"","",12.0,"","FREEMAN","C","CONFIRMED","PLACE","","","CARLINGFORD","NSW","2118",0.0,"P","S","","2007-10-23"
"GANSW710935012","NSW2882471","NSW832","","","","","UNIT","",15.0,"","","",0.0,"","",346.0,"","",362.0,"","PENNANT HILLS","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",0.0,"P","S","","2008-01-05"
"GANSW710930968","NSW2856723","NSW832","","","","","","",0.0,"","","",0.0,"","",7.0,"A","",0.0,"","METCALF","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",1.0,"P","","71//DP232652","2014-01-18"
"GANSW710936566","NSW2882471","NSW832","","","","","UNIT","",59.0,"","","",0.0,"","",346.0,"","",362.0,"","PENNANT HILLS","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",0.0,"A","S","","2008-01-05"
"GANSW715405672","NSW2909773","NSW832","","","","","UNIT","",30.0,"","","",0.0,"","",13.0,"","",17.0,"","THALLON","C","CONFIRMED","STREET","","","CARLINGFORD","NSW","2118",2.0,"P","S","30//SP71875","2008-01-05"
"GANSW715405673","NSW2909773","NSW832","","","","","UNIT","",31.0,"","","",0.0,"","",13.0,"","",17.0,"","THALLON","C","CONFIRMED","STREET","","","CARLINGFORD","NSW","2118",2.0,"P","S","31//SP71875","2008-01-05"
"GANSW704319162","NSW2827392","NSW832","","","202","","","",0.0,"","","",0.0,"","",25.0,"","",0.0,"","BEVAN","C","CONFIRMED","PLACE","","","CARLINGFORD","NSW","2118",2.0,"P","","202//DP803443","2012-10-19"
"GANSW710925920","NSW2810374","NSW832","","","","","UNIT","",3.0,"","","",0.0,"","",3.0,"","",5.0,"","BAKER","C","CONFIRMED","STREET","","","CARLINGFORD","NSW","2118",2.0,"P","S","1//DP630816","2011-10-21"
"GANSW717363247","NSW2977820","NSW832","","","","","UNIT","",6.0,"","","",0.0,"","",14.0,"","",16.0,"","TINTERN","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",2.0,"P","S","6//SP61324","2009-04-15"
"GANSW704345327","NSW2815966","NSW832","","","52","","","",0.0,"","","",0.0,"","",34.0,"","",0.0,"","ALAMEIN","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",2.0,"P","","52//DP26990","2008-04-18"
"GANSW704322719","NSW2889358","NSW832","","","59","","","",0.0,"","","",0.0,"","",6.0,"","",0.0,"","MONTGOMERY","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",2.0,"P","","59//DP29440","2008-04-18"
"GANSW704338388","NSW2940020","NSW832","","","63","","","",0.0,"","","",0.0,"","",15.0,"","",0.0,"","PINETREE","C","CONFIRMED","DRIVE","","","CARLINGFORD","NSW","2118",2.0,"P","","63//DP236357","2008-04-18"
"GANSW704332743","NSW2856789","NSW832","","","126","","","",0.0,"","","",0.0,"","",11.0,"","",0.0,"","MIAMBA","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",2.0,"P","","126//DP259865","2008-04-18"
"GANSW704334947","NSW2816469","NSW832","","","16","","","",0.0,"","","",0.0,"","",4.0,"","",0.0,"","BARRINGTON","C","CONFIRMED","PLACE","","","CARLINGFORD","NSW","2118",2.0,"P","","16//DP237369","2008-04-18"
"GANSW704326078","NSW2887283","NSW832","","","28","","","",0.0,"","","",0.0,"","",20.0,"","",0.0,"","ROBIN","C","CONFIRMED","STREET","","","CARLINGFORD","NSW","2118",2.0,"P","","28//DP28721","2008-04-18"
"GANSW704325190","NSW2839978","NSW832","","","18","","","",0.0,"","","",0.0,"","",8.0,"","",0.0,"","CRAIGLEA","C","CONFIRMED","GARDENS","","","CARLINGFORD","NSW","2118",2.0,"P","","18//DP229448","2008-04-18"
"GANSW704337922","NSW2867033","NSW832","","","23","","","",0.0,"","","",0.0,"","",4.0,"","",0.0,"","LANCELEY","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",2.0,"P","","23//DP230685","2008-04-18"
"GANSW704338230","NSW2925619","NSW832","","","45","","","",0.0,"","","",0.0,"","",4.0,"","",0.0,"","ADA","C","CONFIRMED","PLACE","","","CARLINGFORD","NSW","2118",2.0,"P","","45//DP224169","2008-04-18"
"GANSW715401740","NSW2881615","NSW832","","","10","","UNIT","",10.0,"","","",0.0,"","",2.0,"","",6.0,"","SHIRLEY","C","CONFIRMED","STREET","","","CARLINGFORD","NSW","2118",2.0,"P","S","10//SP65894","2009-07-11"
"GANSW715905288","NSW2857079","NSW832","","","2","","UNIT","",2.0,"","","",0.0,"","",66.0,"","",68.0,"","HONITON","C","CONFIRMED","AVENUE","W","WEST","CARLINGFORD","NSW","2118",2.0,"P","S","2//SP47635","2012-01-19"
"GANSW704331303","NSW2882471","NSW832","","","3","","","",0.0,"","","",0.0,"","",267.0,"","",0.0,"","PENNANT HILLS","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",2.0,"P","","3//DP9614","2008-04-18"
"GANSW704319227","NSW2820050","NSW832","","","15","","","",0.0,"","","",0.0,"","",11.0,"","",0.0,"","BRADLEY","C","CONFIRMED","DRIVE","","","CARLINGFORD","NSW","2118",2.0,"P","","15//DP217257","2008-04-18"
"GANSW704313534","NSW2843212","NSW832","","","61","","","",0.0,"","","",0.0,"","",3.0,"","",0.0,"","CUDAL","C","CONFIRMED","PLACE","","","CARLINGFORD","NSW","2118",2.0,"P","","61//DP250506","2008-04-19"
"GANSW717357270","NSW2980019","NSW832","","","","","","",0.0,"","","",0.0,"","",15.0,"","",0.0,"","HOMELANDS","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",2.0,"P","","7//DP655576","2008-10-04"
"GANSW715905302","NSW2857079","NSW832","","","9","","UNIT","",9.0,"","","",0.0,"","",66.0,"","",68.0,"","HONITON","C","CONFIRMED","AVENUE","W","WEST","CARLINGFORD","NSW","2118",2.0,"P","S","9//SP47635","2012-01-19"
"GANSW710940675","NSW2882471","NSW832","","","","","UNIT","",3.0,"","","",0.0,"","",230.0,"","",0.0,"","PENNANT HILLS","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",0.0,"A","S","","2008-10-01"
"GANSW710936556","NSW2882471","NSW832","","","","","UNIT","",8.0,"","","",0.0,"","",230.0,"","",0.0,"","PENNANT HILLS","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",0.0,"A","S","","2008-10-01"
"GANSW717602858","NSW2882471","NSW832","","","","","UNIT","",20.0,"","","",0.0,"","",264.0,"","",268.0,"","PENNANT HILLS","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",1.0,"P","S","1//DP1033201","2011-07-29"
"GANSW704314315","NSW2890880","NSW832","","","14","","","",0.0,"","","",0.0,"","",8.0,"","",0.0,"","MOORILLA","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",2.0,"P","","14//DP236786","2008-04-18"
"GANSW704336441","NSW2938213","NSW832","","","101","","","",0.0,"","","",0.0,"","",19.0,"","",0.0,"","LYNDELLE","C","CONFIRMED","PLACE","","","CARLINGFORD","NSW","2118",2.0,"P","","51//DP1217719","2016-07-25"
"GANSW704328240","NSW2820315","NSW832","","","33","","","",0.0,"","","",0.0,"","",80.0,"","",0.0,"","CARMEN","C","CONFIRMED","DRIVE","","","CARLINGFORD","NSW","2118",2.0,"P","","33//DP240416","2008-04-18"
"GANSW704331476","NSW2834226","NSW832","","","42","","","",0.0,"","","",0.0,"","",31.0,"","",0.0,"","DRYDEN","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",2.0,"P","","42//DP225370","2008-04-18"
"GANSW704322724","NSW2890880","NSW832","","","26","","","",0.0,"","","",0.0,"","",11.0,"","",0.0,"","MOORILLA","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",2.0,"P","","26//DP238249","2009-04-15"
"GANSW704314355","NSW2930311","NSW832","","","15","","","",0.0,"","","",0.0,"","",21.0,"","",0.0,"","MOSELEY","C","CONFIRMED","STREET","","","CARLINGFORD","NSW","2118",2.0,"P","","15//DP223523","2008-04-17"
"GANSW704339021","NSW2834226","NSW832","","","64","","","",0.0,"","","",0.0,"","",25.0,"","",0.0,"","DRYDEN","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",2.0,"P","","64//DP225370","2008-04-17"
"GANSW704319323","NSW2854301","NSW832","","","316","","","",0.0,"","","",0.0,"","",4.0,"","",0.0,"","FERNDALE","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",2.0,"P","","316//DP224485","2008-04-17"
"GANSW707445390","NSW2940455","NSW832","","","14","","UNIT","",14.0,"","","",0.0,"","",2.0,"","",0.0,"","FREEMAN","C","CONFIRMED","PLACE","","","CARLINGFORD","NSW","2118",2.0,"P","S","14//SP47875","2009-04-15"
"GANSW704334208","NSW2825105","NSW832","","","46","","","",0.0,"","","",0.0,"","",15.0,"","",0.0,"","CEDARWOOD","C","CONFIRMED","PLACE","","","CARLINGFORD","NSW","2118",2.0,"P","","46//DP236660","2008-04-17"
"GANSW704334195","NSW2822026","NSW832","","","5","","","",0.0,"","","",0.0,"","",4.0,"","",0.0,"","CASBEN","C","CONFIRMED","CLOSE","","","CARLINGFORD","NSW","2118",2.0,"P","","5//DP237797","2008-04-17"
"GANSW704321827","NSW2829986","NSW832","","","10","","","",0.0,"","","",0.0,"","",4.0,"","",0.0,"","AVONLEA","C","CONFIRMED","DRIVE","","","CARLINGFORD","NSW","2118",2.0,"P","","10//DP531555","2008-04-17"
"GANSW704336028","NSW2905069","NSW832","","","7","","","",0.0,"","","",0.0,"","",1.0,"","",0.0,"","PARMA","C","CONFIRMED","PLACE","","","CARLINGFORD","NSW","2118",2.0,"P","","7//DP225128","2008-04-17"
"GANSW717443980","NSW2882471","NSW832","","","","","","",0.0,"","","",0.0,"","",285.0,"G","",0.0,"","PENNANT HILLS","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",0.0,"P","","D//DP29919","2013-07-15"
"GANSW704326000","NSW2892416","NSW832","","","20","","","",0.0,"","","",0.0,"","",22.0,"","",0.0,"","MORSHEAD","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",2.0,"P","","20//DP28993","2008-04-17"
"GANSW706530904","NSW2821392","NSW832","","","741","","","",0.0,"","","",0.0,"","",51.0,"","",0.0,"","BRAND","C","CONFIRMED","STREET","","","CARLINGFORD","NSW","2118",2.0,"P","","741//DP36743","2008-04-17"
"GANSW704329803","NSW2930555","NSW832","","","37","","","",0.0,"","","",0.0,"","",24.0,"","",0.0,"","YALDING","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",2.0,"P","","37//DP236660","2008-04-19"
"GANSW704321784","NSW2823989","NSW832","","","232","","","",0.0,"","","",0.0,"","",86.0,"","",0.0,"","ARCADIAN","C","CONFIRMED","CIRCUIT","","","CARLINGFORD","NSW","2118",2.0,"P","","232//DP214655","2008-04-19"
"GANSW710911539","NSW2869022","NSW832","","","3","","","",0.0,"","","",0.0,"","",167.0,"","",0.0,"","MARSDEN","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",2.0,"P","","3//DP128246","2008-04-19"
"GANSW707462379","NSW2899495","NSW832","","","24","","","",0.0,"","","",0.0,"","",95.0,"","",0.0,"","RAIMONDE","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",2.0,"P","","24//DP31228","2008-04-20"
"GANSW704334913","NSW2940430","NSW832","","","67","","","",0.0,"","","",0.0,"","",57.0,"","",0.0,"","EBONY","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",2.0,"P","","67//DP236660","2008-04-18"
"GANSW704347226","NSW2906452","NSW832","","","2","","","",0.0,"","","",0.0,"","",8.0,"","",0.0,"","TAMBOY","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",2.0,"P","","2//DP875860","2008-04-17"
"GANSW704334134","NSW2814689","NSW832","","","225","","","",0.0,"","","",0.0,"","",7.0,"","",0.0,"","AINSLIE","C","CONFIRMED","PARADE","","","CARLINGFORD","NSW","2118",2.0,"P","","225//DP222930","2008-04-18"
"GANSW704322528","NSW2934891","NSW832","","","519","","","",0.0,"","","",0.0,"","",85.0,"","",0.0,"","FELTON","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",2.0,"P","","519//DP227481","2008-04-20"
"GANSW704315096","NSW2927760","NSW832","","","9","","","",0.0,"","","",0.0,"","",2.0,"","",0.0,"","WESTMINSTER","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",2.0,"P","","9//DP208148","2008-04-19"
"GANSW704330011","NSW2873077","NSW832","","","5","","","",0.0,"","","",0.0,"","",11.0,"","",0.0,"","LESLEY","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",2.0,"P","","5//DP231499","2008-04-19"
"GANSW704333108","NSW2849420","NSW832","","","80","","","",0.0,"","","",0.0,"","",25.0,"","",0.0,"","DARWIN","C","CONFIRMED","STREET","","","CARLINGFORD","NSW","2118",2.0,"P","","80//DP31772","2008-04-20"
"GANSW704325136","NSW2820050","NSW832","","","9","","","",0.0,"","","",0.0,"","",82.0,"","",0.0,"","BRADLEY","C","CONFIRMED","DRIVE","","","CARLINGFORD","NSW","2118",2.0,"P","","9//DP228219","2008-04-19"
"GANSW704339795","NSW2878930","NSW832","","","1","","","",0.0,"","","",0.0,"","",15.0,"","",0.0,"","KEELER","C","CONFIRMED","STREET","","","CARLINGFORD","NSW","2118",2.0,"P","","1//DP20260","2008-04-18"
"GANSW704325202","NSW2834497","NSW832","","","50","","","",0.0,"","","",0.0,"","",4.0,"","",0.0,"","FLEMING","C","CONFIRMED","STREET","","","CARLINGFORD","NSW","2118",2.0,"P","","50//DP31772","2008-04-20"
"GANSW704333102","NSW2849420","NSW832","","","4","","","",0.0,"","","",0.0,"","",2.0,"","",0.0,"","DARWIN","C","CONFIRMED","STREET","","","CARLINGFORD","NSW","2118",2.0,"P","","4//DP514292","2008-04-19"
"GANSW704326102","NSW2887283","NSW832","","","38","","","",0.0,"","","",0.0,"","",42.0,"","",0.0,"","ROBIN","C","CONFIRMED","STREET","","","CARLINGFORD","NSW","2118",2.0,"P","","38//DP29440","2008-04-19"
"GANSW704333011","NSW2810425","NSW832","","","101","","","",0.0,"","","",0.0,"","",112.0,"A","",0.0,"","BALAKA","C","CONFIRMED","DRIVE","","","CARLINGFORD","NSW","2118",2.0,"P","","101//DP740103","2008-04-18"
"GANSW707451279","NSW2869022","NSW832","","","2","","","",0.0,"","","",0.0,"","",282.0,"","",0.0,"","MARSDEN","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",2.0,"P","","2//DP379374","2008-04-19"
"GANSW704339719","NSW2822479","NSW832","","","11","","","",0.0,"","","",0.0,"","",8.0,"","",0.0,"","ANTHONY","C","CONFIRMED","STREET","","","CARLINGFORD","NSW","2118",2.0,"P","","11//DP201713","2008-04-19"
"GANSW704334635","NSW2859099","NSW832","","","22","","","",0.0,"","","",0.0,"","",9.0,"","",0.0,"","KINGS","C","CONFIRMED","PLACE","","","CARLINGFORD","NSW","2118",2.0,"P","","22//DP210040","2008-04-20"
"GANSW710900893","NSW2846465","NSW832","WESLEY RAYWARD","","","","UNIT","",4.0,"","","",0.0,"","",3.0,"","",0.0,"","DALMAR","C","CONFIRMED","PLACE","","","CARLINGFORD","NSW","2118",1.0,"P","S","3//DP739215","2008-07-08"
"GANSW704314302","NSW2869674","NSW832","","","2","","","",0.0,"","","",0.0,"","",31.0,"","",0.0,"","JENKINS","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",2.0,"P","","2//DP370757","2008-04-20"
"GANSW704331326","NSW2882471","NSW832","","","26","","","",0.0,"","","",0.0,"","",292.0,"","",0.0,"","PENNANT HILLS","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",2.0,"P","","26//DP27262","2008-10-01"
"GANSW704328227","NSW2820315","NSW832","","","20","","","",0.0,"","","",0.0,"","",63.0,"","",0.0,"","CARMEN","C","CONFIRMED","DRIVE","","","CARLINGFORD","NSW","2118",2.0,"P","","20//DP542026","2008-04-19"
"GANSW710896918","NSW2885314","NSW832","","","","","UNIT","",3.0,"","","",0.0,"","",377.0,"","",0.0,"","NORTH ROCKS","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",2.0,"P","S","4//DP285278","2008-12-29"
"GANSW715905307","NSW2857079","NSW832","","","2","","","",0.0,"","","",0.0,"","",33.0,"","",0.0,"","HONITON","C","CONFIRMED","AVENUE","W","WEST","CARLINGFORD","NSW","2118",2.0,"P","","2//DP544958","2010-01-20"
"GANSW717357290","NSW2857078","NSW832","","","","","UNIT","",10.0,"","","",0.0,"","",3.0,"","",5.0,"","HONITON","C","CONFIRMED","AVENUE","E","EAST","CARLINGFORD","NSW","2118",1.0,"A","S","","2008-07-08"
"GANSW717629024","NSW2891723","NSW832","","","","","UNIT","",22.0,"","","",0.0,"","",16.0,"","",0.0,"","POST OFFICE","C","CONFIRMED","STREET","","","CARLINGFORD","NSW","2118",2.0,"P","S","22//SP80611","2008-12-29"
"GANSW704336145","NSW2926064","NSW832","","","29","","","",0.0,"","","",0.0,"","",36.0,"","",0.0,"","TRIPOLI","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",2.0,"P","","29//DP263807","2008-04-18"
"GANSW717629068","NSW2891723","NSW832","","","","","UNIT","",7.0,"","","",0.0,"","",16.0,"","",0.0,"","POST OFFICE","C","CONFIRMED","STREET","","","CARLINGFORD","NSW","2118",2.0,"P","S","7//SP80611","2008-12-29"
"GANSW704345667","NSW2918923","NSW832","","","56","","","",0.0,"","","",0.0,"","",26.0,"","",0.0,"","TOBRUK","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",2.0,"P","","56//DP26990","2008-04-18"
"GANSW704330098","NSW2876719","NSW832","","","10","","","",0.0,"","","",0.0,"","",11.0,"","",0.0,"","MCMULLEN","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",2.0,"P","","10//DP27491","2008-01-05"
"GANSW704332682","NSW2874712","NSW832","","","54","","","",0.0,"","","",0.0,"","",4.0,"","",0.0,"","LIME","C","CONFIRMED","GROVE","","","CARLINGFORD","NSW","2118",2.0,"P","","54//DP225846","2008-04-19"
"GANSW704339730","NSW2932152","NSW832","","","33","","","",0.0,"","","",0.0,"","",37.0,"","",0.0,"","BELLEVUE","C","CONFIRMED","DRIVE","","","CARLINGFORD","NSW","2118",2.0,"P","","33//DP220601","2008-04-17"
"GANSW707441570","NSW2940455","NSW832","","","17","","UNIT","",17.0,"","","",0.0,"","",8.0,"","",12.0,"","FREEMAN","C","CONFIRMED","PLACE","","","CARLINGFORD","NSW","2118",1.0,"P","S","17//SP33667","2007-10-23"
"GANSW715905348","NSW2857079","NSW832","","","12","","","",0.0,"","","",0.0,"","",78.0,"","",0.0,"","HONITON","C","CONFIRMED","AVENUE","W","WEST","CARLINGFORD","NSW","2118",2.0,"P","","12//DP251661","2010-01-20"
"GANSW704335434","NSW2882565","NSW832","","","18","","","",0.0,"","","",0.0,"","",7.0,"","",0.0,"","PEPPERINA","C","CONFIRMED","PLACE","","","CARLINGFORD","NSW","2118",2.0,"P","","18//DP237293","2008-04-18"
"GANSW704335305","NSW2867033","NSW832","","","12","","","",0.0,"","","",0.0,"","",19.0,"","",0.0,"","LANCELEY","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",2.0,"P","","12//DP230685","2008-04-17"
"GANSW704339873","NSW2885314","NSW832","","","2","","","",0.0,"","","",0.0,"","",370.0,"B","",0.0,"","NORTH ROCKS","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",2.0,"P","","2//DP211952","2008-04-18"
"GANSW704327528","NSW2918923","NSW832","","","9","","","",0.0,"","","",0.0,"","",9.0,"","",0.0,"","TOBRUK","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",2.0,"P","","9//DP26990","2011-02-04"
"GANSW707461949","NSW2940455","NSW832","","","69","","UNIT","",69.0,"","","",0.0,"","",14.0,"","",16.0,"","FREEMAN","C","CONFIRMED","PLACE","","","CARLINGFORD","NSW","2118",2.0,"P","S","69//SP35805","2009-04-15"
"GANSW704319265","NSW2845864","NSW832","","","30","","","",0.0,"","","",0.0,"","",21.0,"","",0.0,"","CORAL TREE","C","CONFIRMED","DRIVE","","","CARLINGFORD","NSW","2118",2.0,"P","","30//DP228807","2009-04-15"
"GANSW704330014","NSW2873077","NSW832","","","1","","","",0.0,"","","",0.0,"","",14.0,"","",0.0,"","LESLEY","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",2.0,"P","","1//DP231499","2008-04-19"
"GANSW704332410","NSW2857599","NSW832","","","17","","","",0.0,"","","",0.0,"","",18.0,"","",0.0,"","KIMBERLEY","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",2.0,"P","","17//DP222728","2008-04-18"
"GANSW704323431","NSW2926064","NSW832","","","16","","","",0.0,"","","",0.0,"","",48.0,"","",0.0,"","TRIPOLI","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",2.0,"P","","16//DP263807","2008-04-19"
"GANSW704330897","NSW2922411","NSW832","","","4","","","",0.0,"","","",0.0,"","",23.0,"","",0.0,"","WATTON","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",2.0,"P","","4//DP259726","2008-04-17"
"GANSW704333841","NSW2869674","NSW832","","","23","","","",0.0,"","","",0.0,"","",97.0,"","",0.0,"","JENKINS","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",2.0,"P","","23//DP228219","2008-04-18"
"GANSW704314312","NSW2879173","NSW832","","","90","","","",0.0,"","","",0.0,"","",25.0,"","",0.0,"","LOCHINVAR","C","CONFIRMED","PARADE","","","CARLINGFORD","NSW","2118",2.0,"P","","90//DP240304","2008-04-17"
"GANSW704334191","NSW2814862","NSW832","","","3","","","",0.0,"","","",0.0,"","",38.0,"","",0.0,"","BARELLAN","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",2.0,"P","","3//DP529801","2008-04-17"
"GANSW704347231","NSW2906495","NSW832","","","7","","","",0.0,"","","",0.0,"","",13.0,"","",0.0,"","TANDERRA","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",2.0,"P","","7//DP25590","2008-04-19"
"GANSW704334135","NSW2814689","NSW832","","","16","","","",0.0,"","","",0.0,"","",8.0,"","",0.0,"","AINSLIE","C","CONFIRMED","PARADE","","","CARLINGFORD","NSW","2118",2.0,"P","","16//DP222968","2008-04-19"
"GANSW707451767","NSW2940455","NSW832","","","23","","UNIT","",23.0,"","","",0.0,"","",14.0,"","",16.0,"","FREEMAN","C","CONFIRMED","PLACE","","","CARLINGFORD","NSW","2118",2.0,"P","S","23//SP35805","2009-04-15"
"GANSW707482145","NSW2940455","NSW832","","","32","","UNIT","",32.0,"","","",0.0,"","",14.0,"","",16.0,"","FREEMAN","C","CONFIRMED","PLACE","","","CARLINGFORD","NSW","2118",2.0,"P","S","32//SP35805","2009-04-15"
"GANSW717630659","NSW2977820","NSW832","","","","","","",0.0,"","","",0.0,"","",5.0,"A","",0.0,"","TINTERN","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",2.0,"P","","2//DP1121734","2009-04-15"
"GANSW704335999","NSW2903814","NSW832","","","99","","","",0.0,"","","",0.0,"","",43.0,"","",0.0,"","PARKLAND","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",2.0,"P","","99//DP232652","2008-04-17"
"GANSW704335426","NSW2882471","NSW832","","","3","","","",0.0,"","","",0.0,"","",845.0,"","",0.0,"","PENNANT HILLS","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",1.0,"P","","3//DP530597","2008-04-17"
"GANSW704329744","NSW2810374","NSW832","","","2","","UNIT","",2.0,"","","",0.0,"","",96.0,"A","",0.0,"","BAKER","C","CONFIRMED","STREET","","","CARLINGFORD","NSW","2118",2.0,"P","S","2//SP36190","2009-04-15"
"GANSW704332043","NSW2869022","NSW832","","","5","","","",0.0,"","","",0.0,"","",247.0,"","",0.0,"","MARSDEN","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",1.0,"P","P","1//DP1154398","2011-10-21"
"GANSW717618298","NSW3324497","NSW832","","","","","","",0.0,"","","",0.0,"","",1.0,"","",0.0,"","CHARLES","C","CONFIRMED","STREET","","","CARLINGFORD","NSW","2118",2.0,"P","","9//DP7584","2008-10-04"
"GANSW704333939","NSW2882471","NSW832","","","29","","","",0.0,"","","",0.0,"","",298.0,"","",0.0,"","PENNANT HILLS","C","CONFIRMED","ROAD","","","CARLINGFORD","NSW","2118",2.0,"P","","29//DP27262","2008-10-01"
"GANSW718274240","NSW2810374","NSW832","","","","","UNIT","",7.0,"","","",0.0,"","",54.0,"","",0.0,"","BAKER","C","CONFIRMED","STREET","","","CARLINGFORD","NSW","2118",1.0,"P","S","7//SP84968","2012-04-24"
"GANSW717125681","NSW2821392","NSW832","","","","","UNIT","",11.0,"","","",0.0,"","",40.0,"","",0.0,"","BRAND","C","CONFIRMED","STREET","","","CARLINGFORD","NSW","2118",1.0,"P","S","1628//DP214707","2007-07-30"
"GANSW717125682","NSW2821392","NSW832","","","","","UNIT","",12.0,"","","",0.0,"","",38.0,"","",0.0,"","BRAND","C","CONFIRMED","STREET","","","CARLINGFORD","NSW","2118",1.0,"P","S","1627//DP214707","2007-07-30"
"GANSW704313523","NSW2829090","NSW832","","","76","","","",0.0,"","","",0.0,"","",15.0,"","",0.0,"","BUCKLAND","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",2.0,"P","","76//DP258829","2008-04-18"
"GANSW717622032","NSW2977820","NSW832","","","","","UNIT","",19.0,"","","",0.0,"","",14.0,"","",16.0,"","TINTERN","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",0.0,"P","S","","2008-10-01"
"GANSW717622033","NSW2977820","NSW832","","","","","UNIT","",20.0,"","","",0.0,"","",14.0,"","",16.0,"","TINTERN","C","CONFIRMED","AVENUE","","","CARLINGFORD","NSW","2118",0.0,"P","S","","2008-10-01"
"GANSW715905217","NSW2857078","NSW832","","","2","","UNIT","",2.0,"","","",0.0,"","",30.0,"","",0.0,"","HONITON","C","CONFIRMED","AVENUE","E","EAST","CARLINGFORD","NSW","2118",2.0,"P","S","2//SP47051","2014-01-18"
"GANSW718200960","NSW2930311","NSW832","","","","","","",0.0,"","","",0.0,"","",34.0,"Z","",0.0,"","MOSELEY","C","CONFIRMED","STREET","","","CARLINGFORD","NSW","2118",0.0,"A","","792//DP603870","2011-10-21"
